lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,_merge,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core
E01000126,Barnet 026A,E02000049,Barnet 026,E09000003,Barnet,0.962,,,both,33.625,0.243,0.152,13.21,-0.077,-0.164,51.181,24.433,2338,70.45,31.683333333333334,99.66666666666667
E01000134,Barnet 024F,E02000047,Barnet 024,E09000003,Barnet,0.956,,,both,24.669,0.184,0.093,20.26,-0.579,-0.195,42.152,27.225,1743,118.46,97.82000000000001,100.0
E01000137,Barnet 041A,E02000064,Barnet 041,E09000003,Barnet,0.961,,,both,28.786,0.235,0.145,8.14,0.077,0.348,33.329,22.835,1756,87.74000000000001,85.96000000000001,99.64
E01000145,Barnet 037A,E02000060,Barnet 037,E09000003,Barnet,0.93,,,both,14.626,0.08800000000000001,0.072,4.679,-1.5,0.196,29.116,32.598,1652,111.425,96.55000000000001,99.325
E01000151,Barnet 026B,E02000049,Barnet 026,E09000003,Barnet,0.954,,,both,38.897,0.332,0.191,18.815,-0.203,0.085,40.94499999999999,19.735,1747,93.0,74.26,99.86
E01000154,Barnet 026E,E02000049,Barnet 026,E09000003,Barnet,0.947,,,both,32.667,0.201,0.141,22.212,0.007000000000000001,0.8270000000000001,43.4,22.744,1345,95.9875,58.325,100.0
E01000165,Barnet 022E,E02000045,Barnet 022,E09000003,Barnet,0.966,,,both,13.258,0.099,0.05,5.196000000000001,-1.2900000000000003,0.198,35.632,16.048,1892,86.78,66.98,100.0
E01000217,Barnet 035F,E02000058,Barnet 035,E09000003,Barnet,0.963,,,both,10.826,0.066,0.056,9.331,-1.212,-0.342,24.166,29.261,1830,99.625,89.05,100.0
E01000219,Barnet 037D,E02000060,Barnet 037,E09000003,Barnet,0.948,,,both,19.87,0.097,0.093,14.667,-0.764,0.403,34.545,31.116,1982,105.25,88.8,99.65
E01000236,Barnet 034A,E02000057,Barnet 034,E09000003,Barnet,0.975,,,both,10.572,0.079,0.059,3.637,-1.135,-0.545,25.167,26.189,1956,75.12,48.980000000000004,100.0
E01000140,Barnet 041C,E02000064,Barnet 041,E09000003,Barnet,0.963,,,both,16.817,0.118,0.078,9.456999999999999,-0.914,-0.026,30.188,30.341,1836,112.32000000000001,81.17999999999999,100.0
E01000143,Barnet 041D,E02000064,Barnet 041,E09000003,Barnet,0.951,,,both,31.342,0.239,0.153,16.558,-0.081,0.7629999999999999,33.531,19.252,1467,93.083333325,85.4,100.0
E01000147,Barnet 043F,E02006954,Barnet 043,E09000003,Barnet,0.967,,,both,12.786,0.078,0.04,9.893,-1.99,0.336,27.447,33.415,1876,90.325,37.4,99.65
E01000182,Barnet 029E,E02000052,Barnet 029,E09000003,Barnet,0.957,,,both,8.01,0.04,0.032,0.42,-1.7379999999999998,-0.17699999999999996,22.913,37.424,1919,78.56,37.040000000000006,99.17999999999999
E01000216,Barnet 035E,E02000058,Barnet 035,E09000003,Barnet,0.952,,,both,10.017,0.071,0.061,2.247,-1.305,-0.268,26.235,21.24,2082,116.96,88.3,100.0
E01000224,Barnet 040D,E02000063,Barnet 040,E09000003,Barnet,0.966,,,both,19.679,0.152,0.097,14.005000000000003,-0.928,-0.054,29.827,27.142000000000003,1653,81.175,84.225,99.85
E01000238,Barnet 034B,E02000057,Barnet 034,E09000003,Barnet,0.971,,,both,14.457,0.096,0.074,4.747,-1.429,-0.19,30.448,31.179,2035,127.42,91.28,99.88
E01000242,Barnet 032B,E02000055,Barnet 032,E09000003,Barnet,0.963,,,both,19.154,0.125,0.08399999999999999,3.59,-0.959,0.287,42.621,21.088999999999995,1722,110.72,69.8,99.52000000000001
E01000277,Barnet 012B,E02000035,Barnet 012,E09000003,Barnet,0.966,,,both,18.23,0.14400000000000002,0.106,4.07,-0.769,-0.957,36.343,19.329,1918,91.33333333333333,50.300000000000004,77.86666666666666
E01000295,Barnet 023B,E02000046,Barnet 023,E09000003,Barnet,0.952,,,both,13.306,0.06,0.056,1.118,-1.255,0.49200000000000005,25.781,41.73899999999999,1731,147.94,91.4,99.38
E01000297,Barnet 027D,E02000050,Barnet 027,E09000003,Barnet,0.965,,,both,9.009,0.074,0.044,7.204000000000001,-1.322,-0.39499999999999996,24.197,19.889,1551,113.175,94.0,99.4
E01000299,Barnet 019A,E02000042,Barnet 019,E09000003,Barnet,0.961,,,both,17.004,0.119,0.06,2.994,-0.639,0.409,26.429,41.331,1991,109.77500000000002,83.28333333333333,97.61666666666667
E01000300,Barnet 019B,E02000042,Barnet 019,E09000003,Barnet,0.959,,,both,12.253,0.097,0.059,3.089,-0.681,-0.181,27.881,21.835,1689,137.64000000000001,89.72,100.0
E01000304,Barnet 020E,E02000043,Barnet 020,E09000003,Barnet,0.975,,,both,13.531,0.087,0.06,4.188,-0.637,-0.642,36.709,23.301999999999996,1672,144.04000000000002,98.34,100.0
E01000317,Barnet 019D,E02000042,Barnet 019,E09000003,Barnet,0.972,,,both,10.85,0.098,0.054,2.406,-1.149,-0.216,25.353,21.911,1655,112.92,85.14,100.0
E01000319,Barnet 027F,E02000050,Barnet 027,E09000003,Barnet,0.962,,,both,9.915,0.076,0.046,1.8770000000000002,-1.324,0.193,24.253,23.027,1601,144.675,98.675,100.0
E01000130,Barnet 021A,E02000044,Barnet 021,E09000003,Barnet,0.969,,,both,30.863,0.185,0.118,19.118,-0.331,0.839,43.475,35.288,1771,97.1,65.46000000000001,100.0
E01000163,Barnet 022C,E02000045,Barnet 022,E09000003,Barnet,0.955,,,both,28.541,0.2,0.145,13.328,0.036,0.26,38.055,21.987,1709,43.21666666666667,41.0,100.0
E01000179,Barnet 029B,E02000052,Barnet 029,E09000003,Barnet,0.966,,,both,8.467,0.064,0.036,2.024,-0.712,-0.087,24.92,19.606000000000005,1754,93.48333333333333,67.7,97.46666666666665
E01000215,Barnet 037B,E02000060,Barnet 037,E09000003,Barnet,0.966,,,both,13.565,0.103,0.062000000000000006,6.101,-0.575,-0.456,30.762,22.19,2222,86.38,68.92,100.0
E01000220,Barnet 037E,E02000060,Barnet 037,E09000003,Barnet,0.949,,,both,17.109,0.117,0.092,7.734,-0.48,-0.403,28.881,29.431,2075,93.8,89.025,100.0
E01000269,Barnet 005C,E02000028,Barnet 005,E09000003,Barnet,0.967,,,both,10.434,0.067,0.047,5.73,-1.522,0.173,27.931,22.356,1481,99.175,69.55,100.0
E01000293,Barnet 001F,E02000024,Barnet 001,E09000003,Barnet,0.962,,,both,7.608,0.06,0.044,1.381,-1.4090000000000003,0.092,18.942,21.151,1787,102.22,71.84,99.86
E01000120,Barnet 009D,E02000032,Barnet 009,E09000003,Barnet,0.959,,,both,5.902,0.061,0.036,4.436,-1.58,-0.568,18.977,14.872,1435,152.975,99.075,100.0
E01000127,Barnet 024B,E02000047,Barnet 024,E09000003,Barnet,0.961,,,both,27.542999999999996,0.19299999999999998,0.129,21.348000000000003,-0.495,0.424,37.588,22.919999999999998,1546,108.475,94.975,100.0
E01000157,Barnet 022B,E02000045,Barnet 022,E09000003,Barnet,0.962,,,both,12.655,0.08900000000000001,0.054000000000000006,10.386,-1.084,-0.281,24.93,32.014,1600,63.7,30.32,99.74
E01000180,Barnet 029C,E02000052,Barnet 029,E09000003,Barnet,0.925,,,both,14.554999999999998,0.13,0.073,4.839,-1.044,-0.257,29.565000000000005,19.421,1718,110.96666666666665,65.85000000000001,100.0
E01000225,Barnet 037F,E02000060,Barnet 037,E09000003,Barnet,0.944,0.941,0.946,both,10.981,0.066,0.054,6.55,-1.052,-0.009,28.248,22.709,1979,95.42500000000001,64.7,100.0
E01000245,Barnet 032E,E02000055,Barnet 032,E09000003,Barnet,0.958,,,both,24.116,0.168,0.119,11.778,-0.366,0.449,31.387,29.665,2173,88.3,60.68333333333334,99.89999999999999
E01000286,Barnet 007E,E02000030,Barnet 007,E09000003,Barnet,0.949,,,both,23.897,0.17,0.119,11.092,-0.444,0.64,31.404999999999998,23.409999999999997,1670,99.17999999999999,91.08,100.0
E01000309,Barnet 031D,E02000054,Barnet 031,E09000003,Barnet,0.97,,,both,13.899,0.09,0.059,3.428,-1.603,-0.061,36.538,26.827,1889,124.68000000000002,81.8,100.0
E01000311,Barnet 034D,E02000057,Barnet 034,E09000003,Barnet,0.96,,,both,11.072,0.043,0.053,1.966,-1.843,0.539,26.840999999999998,31.631,1745,102.9,83.85,100.0
E01000314,Barnet 032F,E02000055,Barnet 032,E09000003,Barnet,0.982,,,both,10.677,0.055,0.035,2.835,-1.415,0.599,29.239,25.473,1985,115.32000000000001,85.76,99.32000000000001
E01000321,Barnet 012E,E02000035,Barnet 012,E09000003,Barnet,0.959,,,both,14.405,0.104,0.077,4.408,-1.081,-0.071,25.102,31.229,1766,105.28,79.22,94.58
E01000117,Barnet 010A,E02000033,Barnet 010,E09000003,Barnet,0.941,,,both,9.642,0.071,0.062,6.077000000000001,-1.141,-0.168,21.506,17.66,1842,104.22,96.8,99.84
E01000132,Barnet 021B,E02000044,Barnet 021,E09000003,Barnet,0.975,,,both,25.53,0.187,0.106,22.698,-0.4640000000000001,0.309,35.397,25.837000000000003,1557,126.6,98.05,100.0
E01000144,Barnet 038C,E02000061,Barnet 038,E09000003,Barnet,0.945,,,both,18.338,0.102,0.082,8.328,-0.906,0.717,31.107,29.170000000000005,1763,111.78,74.96000000000001,97.9
E01000153,Barnet 026D,E02000049,Barnet 026,E09000003,Barnet,0.941,,,both,41.649,0.276,0.173,36.066,-0.047,0.8719999999999999,49.389,18.106,1867,68.88000000000001,23.759999999999998,100.0
E01000174,Barnet 006D,E02000029,Barnet 006,E09000003,Barnet,0.953,,,both,16.271,0.128,0.069,8.05,-0.672,-0.248,30.198,29.971,1875,76.92,68.06,90.84
E01000202,Barnet 028D,E02000051,Barnet 028,E09000003,Barnet,0.979,,,both,6.735,0.053,0.031,1.508,-1.941,-0.497,25.128,23.038,1766,128.98,93.14,100.0
E01000265,Barnet 011A,E02000034,Barnet 011,E09000003,Barnet,0.967,,,both,15.103,0.126,0.08,6.251,-0.774,-0.357,28.433,21.211,2006,91.88333333333333,73.43333333333334,99.91666666666667
E01000320,Barnet 011D,E02000034,Barnet 011,E09000003,Barnet,0.961,,,both,8.719,0.077,0.039,1.3030000000000002,-1.7799999999999998,-0.389,28.257,19.714,1581,111.21,78.24,100.0
E01000324,Barnet 015F,E02000038,Barnet 015,E09000003,Barnet,0.963,,,both,13.755,0.094,0.075,4.525,-0.569,0.198,24.585,21.96,1895,74.7,35.38,100.0
E01033912,Barnet 017F,E02000040,Barnet 017,E09000003,Barnet,0.983,,,both,11.643,0.094,0.046,7.638999999999999,-1.535,-0.404,34.821,15.179,2455,145.95666666666668,51.88333333333333,97.51666666666667
E01033914,Barnet 024H,E02000047,Barnet 024,E09000003,Barnet,0.969,,,both,26.704,0.179,0.088,23.785,-0.615,0.586,45.911,20.582,3196,97.775,85.55,100.0
E01000124,Barnet 010E,E02000033,Barnet 010,E09000003,Barnet,0.952,,,both,23.589,0.166,0.128,14.674,-0.593,0.491,30.586999999999996,20.768,1696,91.26,70.38,98.28
E01000142,Barnet 040B,E02000063,Barnet 040,E09000003,Barnet,0.977,,,both,16.669,0.126,0.077,8.856,-0.676,-0.373,30.865,28.68,2563,88.1375,56.525,100.0
E01000150,Barnet 036A,E02000059,Barnet 036,E09000003,Barnet,0.969,,,both,15.582999999999998,0.106,0.056,9.297,-1.385,-0.033,33.726,33.545,2246,92.114444445,83.36666666666666,99.53333333333335
E01000156,Barnet 022A,E02000045,Barnet 022,E09000003,Barnet,0.971,,,both,8.319,0.075,0.04,1.668,-0.991,-0.158,22.228,19.997,2097,84.42,46.68,99.88
E01000162,Barnet 015E,E02000038,Barnet 015,E09000003,Barnet,0.954,,,both,18.504,0.117,0.098,9.943,-0.479,0.48100000000000004,24.285,27.187000000000005,1683,75.175,32.925000000000004,98.85
E01000169,Barnet 003C,E02000026,Barnet 003,E09000003,Barnet,0.962,,,both,13.225999999999999,0.086,0.063,4.871,-1.209,0.466,25.426999999999996,25.647,1602,57.65,1.05,100.0
E01000176,Barnet 027A,E02000050,Barnet 027,E09000003,Barnet,0.912,,,both,30.549,0.23299999999999998,0.136,19.609,-0.4590000000000001,0.377,44.215,17.867,1651,38.71666666666667,16.833333333333332,84.73333333333333
E01000190,Barnet 014E,E02000037,Barnet 014,E09000003,Barnet,0.956,,,both,10.149,0.091,0.056,5.319,-1.301,-0.437,25.601,16.24,1645,124.05000000000001,90.4,100.0
E01000197,Barnet 023A,E02000046,Barnet 023,E09000003,Barnet,0.979,,,both,12.515999999999998,0.086,0.056,1.749,-1.585,0.035,26.822999999999997,34.534,1889,86.24,48.22,99.47999999999999
E01000205,Barnet 035A,E02000058,Barnet 035,E09000003,Barnet,0.944,,,both,7.725,0.053,0.035,1.073,-1.993,0.215,22.867,23.489,1610,50.58,2.4,94.12
E01000227,Barnet 018E,E02000041,Barnet 018,E09000003,Barnet,0.976,,,both,9.965,0.082,0.052,4.644,-1.687,-0.601,29.152,18.465,1944,141.26,86.64,98.4
E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,0.946,,,both,18.853,0.144,0.114,7.175,-0.578,0.114,24.873,22.748999999999995,2030,72.81666666666666,29.899999999999995,95.73333333333333
E01000291,Barnet 004E,E02000027,Barnet 004,E09000003,Barnet,0.952,,,both,32.936,0.23,0.16599999999999998,25.657,-0.267,0.7209999999999999,38.957,11.862,1647,74.66,42.660000000000004,99.24
E01000292,Barnet 001E,E02000024,Barnet 001,E09000003,Barnet,0.929,,,both,11.315,0.079,0.077,3.672,-1.209,0.185,20.499,18.462,1571,86.3,45.980000000000004,99.88
E01000191,Barnet 014F,E02000037,Barnet 014,E09000003,Barnet,0.965,,,both,6.8340000000000005,0.055,0.04800000000000001,1.76,-1.6050000000000002,-0.547,22.059,18.833,1559,101.775,69.775,100.0
E01000218,Barnet 037C,E02000060,Barnet 037,E09000003,Barnet,0.934,,,both,15.33,0.104,0.071,9.755,-0.755,0.132,28.641,25.532,1946,101.1,75.65,100.0
E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,0.945,,,both,13.375999999999998,0.099,0.074,2.148,-1.04,0.165,30.622,13.639,1719,89.41666666666667,49.35,100.0
E01000267,Barnet 005A,E02000028,Barnet 005,E09000003,Barnet,0.949,,,both,12.75,0.08600000000000001,0.056999999999999995,2.451,-1.07,-0.628,33.384,30.675,1538,100.86,75.88,99.14
E01000289,Barnet 004D,E02000027,Barnet 004,E09000003,Barnet,0.942,,,both,38.33,0.249,0.17,28.383,-0.327,0.693,51.981,18.355,1907,70.3,26.880000000000003,100.0
E01000115,Barnet 009A,E02000032,Barnet 009,E09000003,Barnet,0.947,,,both,6.227,0.055,0.046,3.734,-1.526,-0.545,17.004,18.838,1375,120.35,97.275,99.45
E01000122,Barnet 009E,E02000032,Barnet 009,E09000003,Barnet,0.957,,,both,10.152,0.071,0.055,2.257,-1.246,-0.622,30.659,21.817,1462,111.6,88.2,100.0
E01000128,Barnet 024C,E02000047,Barnet 024,E09000003,Barnet,0.957,,,both,27.055,0.171,0.103,22.529,-0.346,0.957,34.708,27.146,1921,107.17999999999999,94.02000000000001,100.0
E01000131,Barnet 024E,E02000047,Barnet 024,E09000003,Barnet,0.971,,,both,20.903999999999996,0.116,0.067,10.9,-0.8020000000000002,1.133,39.033,20.979,1819,92.85,62.08,100.0
E01000152,Barnet 026C,E02000049,Barnet 026,E09000003,Barnet,0.976,,,both,32.418,0.265,0.144,25.229,-0.552,0.049,44.269,16.001,1764,112.725,73.32000000000001,99.96000000000001
E01000158,Barnet 015A,E02000038,Barnet 015,E09000003,Barnet,0.966,,,both,19.721,0.13,0.08699999999999998,10.783,-0.598,0.561,28.16,31.142,1588,109.4,96.67999999999999,100.0
E01000170,Barnet 006A,E02000029,Barnet 006,E09000003,Barnet,0.955,,,both,20.384,0.147,0.114,10.294,-0.625,0.536,22.502,25.376,1707,66.5,23.8,99.36
E01000177,Barnet 029A,E02000052,Barnet 029,E09000003,Barnet,0.977,,,both,8.263,0.055,0.026,4.627,-1.8259999999999998,0.031,22.96,29.925,1746,90.47999999999999,45.279999999999994,99.88
E01000263,Barnet 016C,E02000039,Barnet 016,E09000003,Barnet,0.963,,,both,5.865,0.024000000000000004,0.024000000000000004,1.201,-2.094,-0.311,27.802,20.901,1575,50.05,0.0,94.575
E01000281,Barnet 008D,E02000031,Barnet 008,E09000003,Barnet,0.973,,,both,10.933,0.081,0.059,6.189,-0.996,-0.177,26.224,18.025,976,110.291666675,50.55,96.175
E01000287,Barnet 004B,E02000027,Barnet 004,E09000003,Barnet,0.946,,,both,22.723000000000003,0.16,0.104,21.677,-0.404,0.314,30.131,22.608,1667,95.0,86.14,100.0
E01000294,Barnet 004F,E02000027,Barnet 004,E09000003,Barnet,0.936,,,both,12.242,0.093,0.086,2.224,-0.29499999999999993,-1.003,25.006,12.620999999999999,1827,84.28,40.08,100.0
E01000313,Barnet 036F,E02000059,Barnet 036,E09000003,Barnet,0.967,,,both,19.932,0.115,0.076,11.933,-0.586,0.188,40.221,30.047,2149,100.58,77.84,92.5
E01000138,Barnet 040A,E02000063,Barnet 040,E09000003,Barnet,0.958,,,both,27.860000000000003,0.17799999999999996,0.127,8.449,-0.547,1.066,35.73,31.894999999999996,1492,92.7,74.425,99.1
E01000146,Barnet 038D,E02000061,Barnet 038,E09000003,Barnet,0.96,,,both,18.538,0.103,0.089,4.798,-1.542,0.638,34.561,29.849,1814,107.03,80.67999999999999,95.44
E01000168,Barnet 003B,E02000026,Barnet 003,E09000003,Barnet,0.933,,,both,6.975,0.05,0.035,3.4099999999999997,-1.486,-0.095,21.872000000000003,21.5,1614,65.2,10.48,99.52000000000001
E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,0.969,,,both,24.261,0.196,0.105,12.3,-0.164,0.288,26.487,33.967,1999,59.06666666666666,7.1000000000000005,99.95
E01000183,Barnet 033A,E02000056,Barnet 033,E09000003,Barnet,0.973,,,both,10.613,0.085,0.04699999999999999,1.885,-0.676,-0.504,30.174,20.769,1502,77.03999999999999,41.36,100.0
E01000187,Barnet 014B,E02000037,Barnet 014,E09000003,Barnet,0.945,,,both,13.015,0.118,0.063,7.661,-0.5990000000000001,-0.561,27.997,14.508,1766,96.36,65.2,100.0
E01000192,Barnet 018A,E02000041,Barnet 018,E09000003,Barnet,0.957,,,both,15.472,0.105,0.066,6.778,-1.035,0.535,27.087,28.127,2022,101.4,72.9,99.82000000000001
E01000195,Barnet 013A,E02000036,Barnet 013,E09000003,Barnet,0.956,,,both,26.999,0.177,0.109,23.459,-0.58,0.143,47.051,19.966,2007,99.14,68.36,99.16
E01000196,Barnet 028A,E02000051,Barnet 028,E09000003,Barnet,0.961,,,both,12.284,0.093,0.068,5.839,-1.183,-0.675,29.058,22.92,2008,85.19166666666666,63.48333333333333,90.39999999999999
E01000285,Barnet 004A,E02000027,Barnet 004,E09000003,Barnet,0.953,,,both,15.134000000000002,0.105,0.082,8.337,-0.706,0.22,27.112,17.854,1382,95.94,66.9,99.84
E01000298,Barnet 023D,E02000046,Barnet 023,E09000003,Barnet,0.967,,,both,11.827,0.094,0.046,1.708,-1.449,0.331,26.444,27.122999999999998,1932,129.76,91.26,99.78
E01000315,Barnet 022F,E02000045,Barnet 022,E09000003,Barnet,0.956,,,both,32.727,0.239,0.163,23.302,-0.325,0.8210000000000001,34.64,19.208,1768,91.32000000000001,60.6,93.62
E01000323,Barnet 019F,E02000042,Barnet 019,E09000003,Barnet,0.954,,,both,18.834,0.11799999999999998,0.078,4.866,-0.482,0.644,27.802,35.376,2269,93.06666666666666,65.71666666666667,98.86666666666667
E01000116,Barnet 009B,E02000032,Barnet 009,E09000003,Barnet,0.957,,,both,7.79,0.074,0.049,3.87,-1.412,-0.43,19.173,18.248,1737,101.72,89.06,99.84
E01000214,Barnet 038E,E02000061,Barnet 038,E09000003,Barnet,0.958,,,both,10.503,0.046,0.038,0.416,-2.082,0.283,36.7,23.936,1760,97.78,23.62,99.92
E01000231,Barnet 013D,E02000036,Barnet 013,E09000003,Barnet,0.957,,,both,17.628,0.103,0.063,4.325,-1.112,0.156,46.81,22.468,2003,61.839999999999996,20.0,90.08
E01000235,Barnet 021E,E02000044,Barnet 021,E09000003,Barnet,0.964,,,both,23.347,0.164,0.10100000000000002,18.521,-0.622,0.481,31.954,28.246,1816,123.0,87.525,100.0
E01000243,Barnet 032C,E02000055,Barnet 032,E09000003,Barnet,0.965,,,both,14.093,0.084,0.053,4.629,-0.996,0.10500000000000001,30.061,37.611,1891,101.18333333333334,70.83333333333333,99.89999999999999
E01000270,Barnet 005D,E02000028,Barnet 005,E09000003,Barnet,0.938,,,both,11.98,0.087,0.069,2.7429999999999994,-1.613,0.109,26.546,21.073,1517,83.08,30.48,100.0
E01000302,Barnet 019C,E02000042,Barnet 019,E09000003,Barnet,0.962,,,both,15.595,0.129,0.086,6.762,-0.724,-0.287,28.26,18.501,2119,88.38333333333334,62.5,99.43333333333334
E01000322,Barnet 011E,E02000034,Barnet 011,E09000003,Barnet,0.953,,,both,14.866,0.124,0.078,2.411,-1.241,-0.254,27.666,28.924,1844,86.95,55.98333333333333,99.66666666666667
E01000200,Barnet 028B,E02000051,Barnet 028,E09000003,Barnet,0.97,,,both,9.566,0.081,0.055,1.098,-1.812,0.008,23.179,19.86,1940,111.51666666666667,74.31666666666666,95.76666666666667
E01000203,Barnet 028E,E02000051,Barnet 028,E09000003,Barnet,0.966,,,both,15.523000000000001,0.114,0.07200000000000001,5.763,-1.173,-0.564,36.786,24.962,1824,124.38,74.5,99.17999999999999
E01000229,Barnet 013B,E02000036,Barnet 013,E09000003,Barnet,0.972,,,both,21.609,0.135,0.10799999999999998,11.185,-0.868,0.071,43.196,18.134,1767,97.44,75.46000000000001,87.5
E01000232,Barnet 013E,E02000036,Barnet 013,E09000003,Barnet,0.952,,,both,14.534,0.114,0.072,5.022,-0.843,0.019,29.815,20.257,1983,124.04,82.47999999999999,100.0
E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,0.966,,,both,10.138,0.077,0.066,2.68,-1.249,-0.555,28.98,13.317000000000002,1764,85.75,38.9,100.0
E01000271,Barnet 008A,E02000031,Barnet 008,E09000003,Barnet,0.967,,,both,6.648,0.041,0.034,2.069,-1.838,-0.499,29.726000000000003,16.985,1580,112.32000000000001,71.82000000000001,99.66
E01000303,Barnet 020D,E02000043,Barnet 020,E09000003,Barnet,0.97,,,both,6.805,0.05,0.032,1.124,-1.639,-0.581,31.613,12.460000000000003,1663,151.825,92.6,100.0
E01000318,Barnet 019E,E02000042,Barnet 019,E09000003,Barnet,0.969,,,both,14.711,0.12,0.056,3.402,-1.1629999999999998,0.621,25.899,25.854,1903,110.75999999999999,97.52000000000001,99.84
E01000136,Barnet 038B,E02000061,Barnet 038,E09000003,Barnet,0.965,,,both,8.96,0.037,0.02,0.946,-1.93,0.188,27.615,36.198,1559,140.95,84.3,100.0
E01000141,Barnet 039A,E02000062,Barnet 039,E09000003,Barnet,0.963,,,both,28.797,0.149,0.083,11.28,-0.736,1.518,35.668,52.22,2273,66.5,50.583333333333336,94.25
E01000159,Barnet 015B,E02000038,Barnet 015,E09000003,Barnet,0.971,,,both,16.257,0.11200000000000002,0.077,4.883,-1.287,0.561,32.939,17.393,1828,87.32000000000001,73.12,100.0
E01000160,Barnet 015C,E02000038,Barnet 015,E09000003,Barnet,0.981,,,both,12.121,0.07,0.047,7.531,-1.028,0.463,26.935,26.093,1978,128.38333333333333,81.63333333333334,100.0
