lsoa_code,PC1,PC2
E01000511,2.0301963845897864,3.641894511478078
E01000533,5.424481889201362,-1.3076796199487033
E01000566,-0.9213813895397543,2.4356398400278105
E01000580,-2.1474075633798813,-0.3609898235574291
E01000582,-4.344686381492762,1.5730339956337374
E01000621,2.09183784483813,4.809007724554261
E01000623,-0.6351949999390544,4.371165840667975
E01000627,4.739892247946347,3.7582695620724387
E01000474,2.4614119794928815,7.131448759607399
E01000495,3.0439932312423954,-3.3492266017491255
E01000501,3.1504609531022334,1.3418231626491082
E01000516,-0.7883442112482203,4.966058020048318
E01000524,5.712681517712397,1.6132670649337764
E01000535,1.07917616664159,2.342464592262835
E01000565,0.8726012508425628,1.7244647684396668
E01000571,2.3896767012512328,1.728838605450808
E01000626,5.677956822042029,1.099120015203159
E01000476,1.9781168210066389,5.784869847493522
E01000497,2.5679368685374526,1.0567251451039692
E01000498,4.998837481492105,3.8199937275811586
E01000506,3.0829792152466373,1.836864129662087
E01000577,2.002288010660534,2.224934977957307
E01000609,0.5146470578192125,3.775421572978514
E01000618,1.842417170697128,5.050269756391891
E01000628,4.3119002146065775,3.188467862600789
E01000633,2.9235187750865275,6.433028288080508
E01033931,4.510777714929432,-1.5018958257079593
E01000478,1.2700542664374084,4.759284656454038
E01000479,-0.7521507149271409,1.1896396914548406
E01000480,-2.27152514696473,2.392279208317489
E01000503,2.6962411340275767,0.9890641640068051
E01000515,2.215342949922227,2.576853513405743
E01000631,0.13537422609222222,4.893426311890796
E01000472,-1.0090730984834528,3.6252198876786608
E01000484,4.386769907485144,-0.33748551870727495
E01000502,2.0615187628955374,2.1670177366841816
E01000536,-1.7810542771617086,0.7075083610516476
E01000562,-2.227206582272283,0.14140061715881344
E01000578,3.340537621436242,-1.416716607563747
E01000587,0.4133003853796198,4.817228948233791
