lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse,pct_disabled,pct_limited_a_lot,pct_limited_a_little,pct_long_term_not_limited,pct_no_long_term_condition,risk_disability_limited,fuel_poverty_pct,risk_fuel_poverty,rDERI_score_0_10,rDERI_decile
E01001496,Enfield 026D,E02000302,Enfield 026,E09000010,Enfield,0.962,,,14.271,0.101,0.062,7.538,-0.875,-0.147,32.033,25.210999999999995,1726,140.95999999999998,90.72,98.3,97.0,56.19930475086906,4.046541743606797,22.31404958677686,38.52511125238398,33.057851239669425,33.057851239669425,61.47488874761602,12.15149921094161,4.892162019989479,7.259337190952131,4.155707522356654,83.69279326670174,12.15149921094161,9.77,9.77,3.858677166527287,6
E01001507,Enfield 012D,E02000288,Enfield 012,E09000010,Enfield,0.949,,,40.471,0.257,0.171,31.003,-0.279,0.914,47.302,32.24,2016,100.14,83.53999999999999,99.06,644.0,319.4444444444444,5.76970892106862,31.44220572640509,27.5185577942736,42.52386002120891,42.52386002120891,72.48144220572641,11.227255129694154,6.078203639179249,5.149051490514905,3.097173828881146,85.6755710414247,11.227255129694154,11.26,11.26,5.3476882426667895,10
E01001531,Enfield 028B,E02000304,Enfield 028,E09000010,Enfield,0.964,,,8.429,0.047,0.037,1.026,-1.452,-0.401,31.108000000000004,26.324000000000005,1524,162.7,89.6,99.525,39.0,25.590551181102363,3.2805559339269763,10.472103004291846,54.59227467811159,15.879828326180256,15.879828326180256,45.407725321888414,11.142061281337048,3.969359331476322,7.172701949860724,6.615598885793872,82.24233983286908,11.142061281337048,7.49,7.49,2.7516413046693566,2
E01001548,Enfield 002D,E02000278,Enfield 002,E09000010,Enfield,0.961,,,32.093,0.227,0.113,32.331,-0.639,0.553,46.226,24.814,1916,126.52,90.78,92.52,168.0,87.68267223382047,4.485064517738182,28.43905915894512,26.585887384176765,40.05702066999287,40.05702066999287,73.41411261582323,16.450441100155683,7.887908666320706,8.562532433834976,3.1655422937208098,80.38401660612351,16.450441100155683,13.31,13.31,4.17183066782893,7
E01001553,Enfield 037B,E02006793,Enfield 037,E09000010,Enfield,0.97,,,38.285,0.2309999999999999,0.156,39.133,-0.107,0.441,51.497,24.54,1772,139.225,96.675,99.25,115.0,64.89841986455983,4.188114463444963,31.68023686158401,24.42635085122132,40.85862324204293,40.85862324204293,75.57364914877869,12.15059897318882,7.472903593839134,4.677695379349686,3.0233884768967485,84.82601254991444,12.15059897318882,15.42,15.42,4.975150584005611,9
E01001478,Enfield 016B,E02000292,Enfield 016,E09000010,Enfield,0.95,,,25.908,0.145,0.106,23.771000000000004,0.002,0.3420000000000001,38.735,26.327000000000005,1553,124.625,95.475,99.625,84.0,54.0888602704443,4.008947522768969,27.362055933484505,28.72260015117158,37.56613756613756,37.56613756613756,71.27739984882842,14.3202416918429,7.492447129909366,6.827794561933535,2.658610271903324,83.02114803625378,14.3202416918429,14.17,14.17,3.987827035149682,7
E01001484,Enfield 016C,E02000292,Enfield 016,E09000010,Enfield,0.934,,,24.503,0.149,0.09,23.493,-0.617,0.579,36.336,32.107,1389,121.025,93.2,94.95,93.0,66.95464362850973,4.218840477165905,23.809523809523807,32.49299719887955,32.86647992530345,32.86647992530345,67.50700280112045,11.598302687411598,4.455445544554455,7.142857142857142,3.748231966053748,84.65346534653465,11.598302687411598,15.33,15.33,4.643015945637488,9
E01001511,Enfield 016D,E02000292,Enfield 016,E09000010,Enfield,0.96,,,21.859,0.13,0.085,12.917,-0.484,0.857,30.219,33.354,1799,133.32,89.4,94.34,427.0,237.3540856031128,5.473757322695924,18.473609129814548,38.302425106990015,27.960057061340944,27.960057061340944,61.69757489300999,11.746361746361748,5.353430353430354,6.392931392931393,4.9376299376299375,83.31600831600832,11.746361746361748,14.48,14.48,3.765807194162737,6
E01001533,Enfield 028D,E02000304,Enfield 028,E09000010,Enfield,0.967,,,7.077999999999999,0.054,0.039,1.99,-0.96,-0.528,22.903,21.602,1474,180.6,99.25,100.0,55.0,37.31343283582089,3.6458005614801743,15.652818991097922,48.3679525222552,22.8486646884273,22.8486646884273,51.632047477744806,14.019253910950663,6.31768953068592,7.701564380264742,5.595667870036101,80.38507821901324,14.019253910950663,7.9,7.9,3.188294570880122,3
E01001534,Enfield 032E,E02000308,Enfield 032,E09000010,Enfield,0.977,,,11.197,0.061,0.04,3.39,-1.378,0.4689999999999999,32.148,22.529,1670,131.1,86.4,94.75,161.0,96.40718562874252,4.578899982349698,16.799420709630702,49.52932657494569,23.75090514120203,23.75090514120203,50.47067342505431,13.143872113676732,5.447010065127294,7.696862048549439,4.322084073416223,82.53404381290704,13.143872113676732,9.26,9.26,3.326624527767606,4
E01001549,Enfield 006D,E02000282,Enfield 006,E09000010,Enfield,0.956,,,42.876,0.3,0.173,39.291,-0.292,0.597,48.599,29.819,2072,110.93333333333334,94.55,99.75,176.0,84.94208494208493,4.453673638491072,27.002583979328165,26.29198966408269,38.82428940568475,38.82428940568475,73.70801033591731,13.353115727002969,7.376006782534972,5.977108944467995,3.9423484527342096,82.70453582026282,13.353115727002969,11.83,11.83,5.221728355615669,10
E01001418,Enfield 011C,E02000287,Enfield 011,E09000010,Enfield,0.948,,,21.09,0.151,0.11,7.530000000000001,-0.338,0.127,35.969,17.927,1738,127.66,86.36,99.66,106.0,60.98964326812428,4.126967327029167,18.967921896792188,41.35285913528591,26.778242677824267,26.778242677824267,58.64714086471409,17.16417910447761,8.610792192881746,8.553386911595867,4.879448909299656,77.95637198622273,17.16417910447761,8.49,8.49,4.650585239137793,9
E01001439,Enfield 006A,E02000282,Enfield 006,E09000010,Enfield,0.963,,,35.255,0.251,0.15,32.421,-0.443,0.586,41.445,27.992,2239,115.43333333333334,92.95,99.11666666666667,346.0,154.53327378293883,5.046859688040485,28.91025641025641,27.500000000000004,37.756410256410255,37.756410256410255,72.5,16.048803378695446,9.244486156733927,6.80431722196152,3.941811356170812,80.00938526513373,16.048803378695446,15.59,15.59,4.311432766169526,8
E01001536,Enfield 008B,E02000284,Enfield 008,E09000010,Enfield,0.947,,,18.752,0.116,0.083,8.327,-0.585,0.545,28.112,32.721,1850,125.45,82.61666666666666,98.0,320.0,172.97297297297297,5.158899959408392,15.68139390168015,46.23522090852521,22.09085252022402,22.09085252022402,53.76477909147479,13.50253807106599,4.9238578680203045,8.578680203045685,6.040609137055838,80.45685279187818,13.50253807106599,8.42,8.42,3.506546506446025,5
E01001545,Enfield 002B,E02000278,Enfield 002,E09000010,Enfield,0.94,,,45.483,0.31,0.192,38.716,0.29,0.812,47.293,17.856,1897,129.52,88.84,98.66,117.0,61.676331049024775,4.137983881138749,30.318021201413423,27.2791519434629,39.78798586572438,39.78798586572438,72.72084805653711,17.93103448275862,9.814323607427056,8.116710875331565,4.137931034482759,77.93103448275862,17.93103448275862,11.65,11.65,4.9119964264272,9
E01001400,Enfield 021C,E02000297,Enfield 021,E09000010,Enfield,0.961,,,10.379,0.069,0.0589999999999999,4.349,-0.747,-0.501,27.721,20.052,1624,156.6,87.22,88.62,56.0,34.48275862068965,3.569046905847576,19.42554799697657,34.5427059712774,29.78080120937264,29.78080120937264,65.4572940287226,18.95006402048656,7.874519846350831,11.075544174135723,4.673495518565941,76.3764404609475,18.95006402048656,7.79,7.79,5.456050985222014,10
E01001404,Enfield 026A,E02000302,Enfield 026,E09000010,Enfield,0.949,,,19.168,0.12,0.074,15.207,-0.677,0.434,37.303,19.85,1580,145.9,97.925,99.6,80.0,50.63291139240506,3.944159286850537,19.84732824427481,34.26632739609839,28.49872773536896,28.49872773536896,65.73367260390161,13.445945945945944,6.351351351351352,7.094594594594595,3.851351351351352,82.70270270270271,13.445945945945944,11.61,11.61,4.123255636844165,7
E01001403,Enfield 021E,E02000297,Enfield 021,E09000010,Enfield,0.927,,,15.86,0.096,0.063,12.51,-0.7609999999999999,-0.032,33.696,28.11,1711,126.6,85.22,99.14,111.0,64.87434248977206,4.187749025631783,21.102248005801304,35.38796229151559,30.239303843364755,30.239303843364755,64.61203770848441,12.258064516129032,6.158357771260997,6.099706744868035,5.689149560117302,82.05278592375367,12.258064516129032,8.03,8.03,4.3593750877460895,8
E01001468,Enfield 010B,E02000286,Enfield 010,E09000010,Enfield,0.962,,,29.819,0.136,0.177,10.349,0.432,0.067,48.421,10.465,1315,130.975,75.7,99.15,323.0,245.62737642585552,5.507878600082896,14.933333333333335,47.46666666666667,20.97777777777777,20.97777777777777,52.53333333333333,12.076271186440678,4.731638418079096,7.344632768361582,5.2259887005649714,82.69774011299435,12.076271186440678,6.79,6.79,3.8025905516190512,6
E01001569,Enfield 022E,E02000298,Enfield 022,E09000010,Enfield,0.953,,,10.386,0.074,0.056,7.841,-1.434,-0.4139999999999999,27.45,19.675,1954,120.98333333333332,81.56666666666666,97.05,103.0,52.71238485158649,3.9836436053070816,16.885813148788927,47.40484429065744,25.19031141868512,25.19031141868512,52.59515570934256,12.429378531073446,5.706214689265536,6.723163841807909,5.084745762711865,82.48587570621469,12.429378531073446,8.74,8.74,3.499920750073562,5
E01033927,Enfield 020F,E02000296,Enfield 020,E09000010,Enfield,0.974,,,13.242000000000004,0.1219999999999999,0.05,3.3309999999999995,-1.205,-0.578,35.798,20.327,2675,106.7,82.21111111111111,96.0,550.0,205.607476635514,5.330820744973203,19.14396887159533,43.96887159533074,27.62645914396888,27.62645914396888,56.03112840466926,10.82224909310762,4.655380894800484,6.166868198307134,3.990326481257558,85.18742442563483,10.82224909310762,10.19,10.19,3.4814897824839126,5
E01001520,Enfield 019A,E02000295,Enfield 019,E09000010,Enfield,0.952,,,17.439,0.118,0.089,6.751,-0.781,-0.251,39.61,16.007,1781,129.28,83.74,99.34,91.0,51.09489051094891,3.953066873142943,17.456021650879567,46.07577807848443,26.184032476319352,26.184032476319352,53.92422192151557,12.60096930533118,5.977382875605816,6.623586429725363,5.008077544426494,82.39095315024232,12.60096930533118,11.7,11.7,3.647134908876613,5
E01001450,Enfield 015C,E02000291,Enfield 015,E09000010,Enfield,0.962,,,21.426,0.134,0.068,14.14,-0.531,0.399,42.315,27.758,2105,117.21428571428572,74.14285714285714,97.38571428571429,538.0,255.581947743468,5.547448097966549,16.71875,43.90625,24.947916666666668,24.947916666666668,56.09375,13.666947014297728,5.929352396972246,7.737594617325485,4.96215306980656,81.3708999158957,13.666947014297728,8.31,8.31,3.947953224811107,6
E01001471,Enfield 010C,E02000286,Enfield 010,E09000010,Enfield,0.945,,,17.36,0.11,0.073,7.131,-0.866,-0.608,45.295,20.138000000000005,1905,120.17142857142858,75.97142857142856,96.88571428571429,57.0,29.921259842519685,3.431443968119418,15.992414664981036,43.29962073324905,25.85335018963337,25.85335018963337,56.70037926675095,14.892501310959622,6.449921342422653,8.442579968536968,6.030414263240693,79.07708442579968,14.892501310959622,6.32,6.32,4.511961019913615,8
E01001413,Enfield 004D,E02000280,Enfield 004,E09000010,Enfield,0.948,,,7.768,0.05,0.037,4.895,-0.848,-0.23,26.674,16.085,1633,158.02,93.68,99.56,77.0,47.15248009797918,3.8743726446638487,16.338880484114977,42.36006051437216,24.81089258698941,24.81089258698941,57.63993948562784,16.941896024464832,8.073394495412845,8.868501529051988,6.116207951070336,76.94189602446482,16.941896024464832,9.17,9.17,3.600191545865061,5
E01001454,Enfield 017D,E02000293,Enfield 017,E09000010,Enfield,0.937,,,9.141,0.063,0.042,1.892,-1.2820000000000005,-0.6020000000000001,30.986,24.309,1710,154.04000000000002,83.4,83.53999999999999,49.0,28.65497076023392,3.3896297592923594,15.102639296187684,48.167155425219946,21.700879765395893,21.700879765395893,51.83284457478005,12.815990593768372,4.997060552616108,7.818930041152264,5.996472663139329,81.18753674309231,12.815990593768372,7.08,7.08,4.541095964187346,8
E01001474,Enfield 010E,E02000286,Enfield 010,E09000010,Enfield,0.972,,,13.064,0.077,0.065,2.142,-1.217,-0.234,41.494,11.914,1908,135.79999999999998,82.46666666666667,98.86666666666667,70.0,36.68763102725367,3.629331951158075,13.252240717029448,47.1190781049936,21.25480153649168,21.25480153649168,52.8809218950064,12.130801687763713,4.641350210970464,7.489451476793249,8.069620253164556,79.79957805907173,12.130801687763713,5.39,5.39,3.33659860320312,4
E01001532,Enfield 028C,E02000304,Enfield 028,E09000010,Enfield,0.964,,,8.506,0.056,0.044,1.031,-1.6879999999999995,-0.37,27.207,26.9,1707,168.0,84.62,99.54,91.0,53.30990041007615,3.994706538314197,9.595959595959595,57.35930735930735,14.502164502164502,14.502164502164502,42.64069264069265,11.124473842453398,4.149128081779916,6.975345760673482,7.877330126277811,80.99819603126879,11.124473842453398,6.53,6.53,2.6624265021054656,2
E01001535,Enfield 028E,E02000304,Enfield 028,E09000010,Enfield,0.964,,,14.356999999999998,0.083,0.051,3.289,-1.091,0.746,30.925000000000004,28.014,1464,160.875,89.675,98.6,97.0,66.2568306010929,4.208518583600512,16.78082191780822,47.3458904109589,23.63013698630137,23.63013698630137,52.6541095890411,11.814946619217082,5.480427046263346,6.334519572953737,4.6263345195729535,83.55871886120997,11.814946619217082,9.43,9.43,3.630911266098038,5
E01033148,Enfield 003F,E02000279,Enfield 003,E09000010,Enfield,0.981,,,35.96200000000001,0.27,0.149,27.631,-0.643,0.113,60.417,14.88,1971,167.79,93.32,98.3,107.0,54.28716387620497,4.012540763613766,28.13620071684588,31.66069295101553,38.05256869772999,38.05256869772999,68.33930704898447,12.37020316027088,6.410835214446953,5.959367945823928,3.702031602708804,83.92776523702031,12.37020316027088,6.89,6.89,3.7177822077874154,6
E01001452,Enfield 017B,E02000293,Enfield 017,E09000010,Enfield,0.969,,,11.358,0.0609999999999999,0.046,5.062,-1.284,-0.166,35.196,25.328,1400,207.95,94.375,95.225,52.0,37.142857142857146,3.641338509344936,12.29000884173298,45.62334217506631,19.628647214854112,19.628647214854112,54.37665782493369,9.329446064139942,3.862973760932944,5.466472303206997,5.685131195335277,84.98542274052478,9.329446064139942,7.4,7.4,2.5485704216328378,2
E01001559,Enfield 033F,E02000309,Enfield 033,E09000010,Enfield,0.971,,,41.09,0.236,0.132,29.094,0.051,1.012,53.207,43.71,2244,96.5,59.96666666666667,87.51666666666667,535.0,238.41354723707664,5.478192379814698,27.191298784388994,32.30966090850927,38.57965451055662,38.57965451055662,67.69033909149073,12.822921559417566,6.294034758102396,6.528886801315172,3.2409581963363085,83.93612024424613,12.822921559417566,14.98,14.98,4.353942075243989,8
E01001523,Enfield 019C,E02000295,Enfield 019,E09000010,Enfield,0.951,,,8.803,0.065,0.037,4.41,-1.129,-0.08,29.016,14.814,1801,158.23333333333332,93.48333333333332,99.41666666666669,57.0,31.649083842309828,3.485816795368869,16.71309192200557,44.080779944289695,24.02506963788301,24.02506963788301,55.91922005571031,12.939902544667028,5.035192203573362,7.904710341093665,5.414185165132648,81.64591229020033,12.939902544667028,8.37,8.37,3.0952689738240515,3
E01001521,Enfield 028A,E02000304,Enfield 028,E09000010,Enfield,0.968,,,8.942,0.061,0.039,1.604,-1.309,-0.322,32.171,19.279,1889,146.72,89.58,98.84,62.0,32.821598729486496,3.521099614070681,12.224448897795591,55.51102204408818,17.100868403473616,17.100868403473616,44.48897795591182,12.32,4.8,7.52,6.133333333333333,81.54666666666667,12.32,8.73,8.73,2.9148394870215992,3
E01001527,Enfield 036F,E02000312,Enfield 036,E09000010,Enfield,0.951,,,15.807,0.096,0.058,4.408,-0.74,0.324,35.166,30.322,1680,122.213333334,72.78,97.4,111.0,66.07142857142857,4.205758149593004,18.3956574185766,47.04463208685163,24.90952955367913,24.90952955367913,52.95536791314837,12.42690058479532,4.337231968810916,8.089668615984404,5.701754385964912,81.87134502923976,12.42690058479532,8.14,8.14,4.220893139871505,7
E01001568,Enfield 022D,E02000298,Enfield 022,E09000010,Enfield,0.964,,,9.832,0.046,0.046,4.823,-1.441,0.202,31.247,20.104,1532,195.075,95.8,97.725,62.0,40.46997389033943,3.724969644654509,13.706563706563706,52.18790218790219,18.725868725868725,18.725868725868725,47.81209781209781,10.987261146496817,4.617834394904459,6.369426751592357,4.193205944798302,84.81953290870489,10.987261146496817,7.23,7.23,3.025893885137969,3
E01001419,Enfield 020A,E02000296,Enfield 020,E09000010,Enfield,0.958,,,15.206,0.099,0.073,3.74,-0.988,0.23,35.351,19.586,2103,132.8166666666667,84.91666666666667,97.75,139.0,66.09605325725154,4.206125223428837,18.546365914786968,44.92481203007519,27.130325814536345,27.130325814536345,55.07518796992481,14.88607594936709,6.936708860759494,7.949367088607595,4.658227848101266,80.45569620253164,14.88607594936709,9.46,9.46,3.6788866429168503,5
E01001451,Enfield 017A,E02000293,Enfield 017,E09000010,Enfield,0.944,,,16.806,0.068,0.055,4.533,-1.3709999999999998,1.078,39.438,24.66,1623,141.06,91.72,98.26,139.0,85.64386937769562,4.461806262102871,14.173789173789173,44.01709401709402,22.00854700854701,22.00854700854701,55.98290598290598,14.002403846153848,6.129807692307692,7.872596153846153,6.850961538461539,79.14663461538461,14.002403846153848,7.76,7.76,3.667216670092977,5
E01001453,Enfield 017C,E02000293,Enfield 017,E09000010,Enfield,0.936,,,6.185,0.032,0.033,2.798,-1.749,-0.771,30.564,16.093,1809,172.64,97.6,99.08,47.0,25.981205085682696,3.295140515671025,13.533834586466163,48.87218045112782,21.428571428571427,21.428571428571427,51.12781954887218,13.51840675920338,4.526252263126131,8.992154496077248,5.853952926976463,80.62764031382017,13.51840675920338,7.39,7.39,3.0587274749470423,3
E01001483,Enfield 025A,E02000301,Enfield 025,E09000010,Enfield,0.941,,,53.716,0.345,0.209,37.806,0.4119999999999999,0.688,57.466,42.224,1251,98.56,78.6,96.72,125.0,99.92006394884092,4.614328757431405,29.86577181208054,26.84563758389261,40.82774049217002,40.82774049217002,73.15436241610738,15.080033698399326,7.329401853411962,7.750631844987363,3.5383319292333613,81.38163437236732,15.080033698399326,9.34,9.34,5.252115998257696,10
E01001518,Enfield 016F,E02000292,Enfield 016,E09000010,Enfield,0.952,,,22.402,0.148,0.08,6.995,-0.418,0.838,31.185,37.731,1882,131.45999999999998,88.38,97.86,185.0,98.29968119022315,4.598142360474203,16.912850812407683,40.91580502215657,25.70162481536189,25.70162481536189,59.08419497784343,13.092417061611377,4.798578199052133,8.293838862559241,5.509478672985782,81.39810426540285,13.092417061611377,11.33,11.33,3.506282805785306,5
E01001422,Enfield 011D,E02000287,Enfield 011,E09000010,Enfield,0.964,,,7.863,0.024,0.016,1.967,-2.112,-0.829,44.179,9.627,1656,46.925,0.15,90.45,54.0,32.608695652173914,3.514784832658272,11.222301644031452,51.53681200857756,19.513938527519656,19.513938527519656,48.46318799142245,11.614055985705775,4.3478260869565215,7.266229898749256,5.896366885050625,82.4895771292436,11.614055985705775,6.21,6.21,3.4970452339316456,5
E01001473,Enfield 013C,E02000289,Enfield 013,E09000010,Enfield,0.945,,,15.973,0.122,0.082,14.336999999999998,-0.668,-0.374,30.586,12.927,1567,159.65,97.275,98.15,65.0,41.480536056158265,3.7490459958785056,18.32,37.28,27.12,27.12,62.72,13.909774436090224,6.829573934837092,7.080200501253133,6.704260651629072,79.3859649122807,13.909774436090224,9.85,9.85,3.7481078061866313,6
E01001513,Enfield 012F,E02000288,Enfield 012,E09000010,Enfield,0.975,,,33.421,0.231,0.138,26.043,-0.086,0.689,41.124,25.324,1811,124.44,82.66,88.78,1022.0,564.3290999447819,6.33740803935048,28.475486903962388,28.20685023505709,38.75083948959033,38.75083948959033,71.79314976494291,14.573877962682804,7.009581442259203,7.564296520423601,2.8744326777609683,82.55168935955622,14.573877962682804,12.32,12.32,5.497226121668238,10
E01033151,Enfield 025G,E02000301,Enfield 025,E09000010,Enfield,0.949,,,39.664,0.282,0.1849999999999999,30.651,-0.149,0.224,47.57800000000001,22.706,1562,109.475,90.525,94.225,155.0,99.23175416133162,4.607485046243816,28.531337698783908,24.976613657623947,40.03741814780169,40.03741814780169,75.02338634237606,16.40248104755341,8.61474844934528,7.787732598208132,3.239145416953825,80.35837353549276,16.40248104755341,11.9,11.9,5.037136496938705,9
E01001415,Enfield 011A,E02000287,Enfield 011,E09000010,Enfield,0.96,,,15.471,0.129,0.052,6.617,-0.8370000000000001,0.249,35.52,17.217,1663,94.00666666,75.36,98.96,230.0,138.30426939266383,4.936660529222508,19.718309859154928,45.86650336803429,25.6582976117575,25.6582976117575,54.133496631965706,12.512171372930869,5.939629990262902,6.572541382667965,4.284323271665044,83.20350535540409,12.512171372930869,8.03,8.03,4.232219023203869,7
E01001445,Enfield 003B,E02000279,Enfield 003,E09000010,Enfield,0.98,,,29.846,0.2079999999999999,0.1,23.367,-0.704,0.181,44.829,41.336,2961,129.73333333333332,88.76666666666667,97.46666666666664,232.0,78.35190813914218,4.373892493805435,21.189773844641103,36.82399213372665,30.48180924287119,30.48180924287119,63.17600786627335,11.11111111111111,4.930332261521972,6.18077884958914,3.536977491961415,85.35191139692748,11.11111111111111,8.62,8.62,3.4172407907245046,4
E01001427,Enfield 030C,E02000306,Enfield 030,E09000010,Enfield,0.95,,,42.558,0.286,0.162,40.591,-0.193,0.56,53.705,27.759,1992,117.78,87.72,90.52,296.0,148.59437751004015,5.007927481345064,31.424265259984928,24.566691785983423,42.95403165033911,42.95403165033911,75.43330821401658,16.16045845272206,8.022922636103152,8.137535816618911,2.636103151862464,81.20343839541547,16.16045845272206,12.88,12.88,5.6901943140539295,10
E01001477,Enfield 018B,E02000294,Enfield 018,E09000010,Enfield,0.948,,,34.984,0.221,0.161,33.849,-0.117,0.385,42.789,26.512,1895,155.3,96.36,97.74,148.0,78.10026385224273,4.370716210447473,30.938123752495013,24.21823020625416,41.7831004657352,41.7831004657352,75.78176979374584,12.865792129162465,7.013118062563067,5.852674066599395,3.481331987891019,83.65287588294652,12.865792129162465,15.49,15.49,4.681745741148454,9
E01033926,Enfield 014E,E02000290,Enfield 014,E09000010,Enfield,0.971,,,42.03012167727443,0.2815892923998502,0.169514039685511,35.8615084238113,0.2006765256458255,0.6505237738674654,42.3792336203669,35.454416697865966,2671,182.45,89.425,91.625,375.0,140.39685511044553,4.9515705121291775,26.43312101910828,30.30785562632696,37.04883227176221,37.04883227176221,69.69214437367305,12.23869251235272,6.233371341695173,6.005321170657544,3.30672748004561,84.45458000760168,12.23869251235272,10.63,10.63,5.004479701531767,9
E01001407,Enfield 005A,E02000281,Enfield 005,E09000010,Enfield,0.94,,,18.518,0.108,0.071,15.78,-0.88,0.711,32.572,23.568000000000005,1690,146.95999999999998,93.7,99.82,132.0,78.10650887573964,4.370795158060049,17.318435754189945,35.115722266560255,27.13487629688748,27.13487629688748,64.88427773343975,14.563716258631512,6.654111738857502,7.909604519774012,5.273069679849341,80.16321406151916,14.563716258631512,10.46,10.46,2.97272986342376,3
E01001470,Enfield 013B,E02000289,Enfield 013,E09000010,Enfield,0.933,,,10.556,0.078,0.065,5.343,-1.304,-0.704,31.32,11.32,1625,134.57999999999998,92.42,99.1,77.0,47.38461538461539,3.879181899238904,14.12639405204461,39.92565055762082,23.71747211895911,23.71747211895911,60.07434944237918,13.22013341419042,5.033353547604609,8.186779866585809,5.275924802910855,81.50394178289872,13.22013341419042,8.2,8.2,3.2324123048515,4
E01001437,Enfield 014A,E02000290,Enfield 014,E09000010,Enfield,0.959,,,38.766,0.269,0.15,29.556,0.119,-0.339,50.492,35.929,2579,126.7375,95.3,96.825,314.0,121.75261729352462,4.810171088594156,30.07696862048549,29.721728833629367,39.55002960331557,39.55002960331557,70.27827116637063,15.692307692307692,8.175824175824175,7.5164835164835155,3.5604395604395607,80.74725274725274,15.692307692307692,8.35,8.35,5.648510860642468,10
E01001417,Enfield 011B,E02000287,Enfield 011,E09000010,Enfield,0.972,,,8.251,0.033,0.024,3.792,-1.727,-0.668,41.249,13.103,1803,101.2,23.34,81.86,83.0,46.03438713255685,3.850878975309404,14.59807073954984,50.67524115755627,21.221864951768488,21.221864951768488,49.32475884244373,10.280869104398516,5.193428722840487,5.087440381558029,4.345521992580816,85.37360890302067,10.280869104398516,5.56,5.56,4.649440207136143,9
E01001412,Enfield 004C,E02000280,Enfield 004,E09000010,Enfield,0.935,,,28.35,0.145,0.093,20.863,-0.754,0.763,49.872,34.05,1784,93.16,41.06,78.52000000000001,211.0,118.27354260089686,4.78141953251299,24.16961130742049,29.04593639575972,34.69964664310954,34.69964664310954,70.95406360424028,16.647662485746864,7.183580387685291,9.464082098061574,5.872291904218928,77.48004561003421,16.647662485746864,10.77,10.77,5.490461820027215,10
E01001704,Greenwich 011F,E02000323,Greenwich 011,E09000011,Greenwich,0.963,,,23.517,0.139,0.112,13.851,0.049,0.49,30.548,27.845,1645,117.84,93.42,99.86,117.0,71.12462006079028,4.278395457026385,19.607843137254903,44.19306184012066,26.923076923076923,26.923076923076923,55.80693815987934,18.314129775621588,9.096422073984233,9.217707701637355,5.275924802910855,76.40994542146755,18.314129775621588,13.95,13.95,4.180278041597537,7
E01001695,Greenwich 011A,E02000323,Greenwich 011,E09000011,Greenwich,0.95,,,36.783,0.239,0.143,22.928,0.667,0.821,44.909,16.992,1519,117.3,88.28,100.0,122.0,80.3159973666886,4.398342766775136,23.101777059773827,32.47172859450727,34.0064620355412,34.0064620355412,67.52827140549273,13.105229180116204,6.8431245965138805,6.262104583602324,4.906391220142027,81.98837959974176,13.105229180116204,13.01,13.01,5.072117936076356,9
E01001692,Greenwich 001B,E02000313,Greenwich 001,E09000011,Greenwich,0.962,,,30.003,0.222,0.142,26.381,0.038,-0.117,39.409,13.802,1517,54.6,14.260000000000002,100.0,79.0,52.07646671061305,3.971733641886962,21.195652173913043,31.70289855072464,31.88405797101449,31.88405797101449,68.29710144927536,15.64625850340136,8.16326530612245,7.482993197278912,4.149659863945578,80.20408163265306,15.64625850340136,11.09,11.09,4.392724864462119,8
E01001636,Greenwich 007E,E02000319,Greenwich 007,E09000011,Greenwich,0.947,,,25.682,0.169,0.121,15.066,0.213,-0.213,34.783,30.131,1878,126.21999999999998,94.7,100.0,109.0,58.040468583599576,4.078223116974806,20.913107511045656,38.51251840942563,29.970544918998527,29.970544918998527,61.48748159057437,13.657957244655584,6.175771971496437,7.482185273159144,4.453681710213777,81.88836104513064,13.657957244655584,14.66,14.66,4.003607957674952,7
E01001573,Greenwich 008C,E02000320,Greenwich 008,E09000011,Greenwich,0.949,,,15.713,0.096,0.055,14.641,-0.437,0.483,22.917,32.255,1619,143.75,99.475,100.0,132.0,81.53180975911056,4.413183791864234,21.550387596899228,36.58914728682171,29.84496124031008,29.84496124031008,63.41085271317829,13.159567705022251,5.785123966942149,7.374443738080101,4.386522568340751,82.453909726637,13.159567705022251,13.4,13.4,3.373796521697095,4
E01034181,Greenwich 035H,E02006928,Greenwich 035,E09000011,Greenwich,0.985,,,17.399,0.11,0.053,8.456,-0.358,0.344,37.002,27.595,2219,148.13333333333333,85.60000000000001,99.36666666666667,93.0,41.91077061739522,3.7591228577653903,3.7177063642092,65.09136735979835,6.301197227473219,6.301197227473219,34.908632640201645,7.781456953642383,1.6004415011037527,6.181015452538632,6.622516556291391,85.59602649006622,7.781456953642383,1.86,1.86,1.9114191731300725,1
