lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse,pct_disabled,pct_limited_a_lot,pct_limited_a_little,pct_long_term_not_limited,pct_no_long_term_condition,risk_disability_limited,fuel_poverty_pct,risk_fuel_poverty,rDERI_score_0_10,rDERI_decile
E01000065,Barking and Dagenham 007A,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham,0.941,,,39.89,0.228,0.1729999999999999,26.185,0.8169999999999998,0.3239999999999999,47.453,29.31,1692,146.0,88.7,100.0,133.0,78.60520094562648,4.377079429228765,26.157860404435745,28.31050228310502,36.13829093281148,36.13829093281148,71.68949771689498,18.314833501513625,9.788092835519675,8.526740665993945,4.540867810292633,77.14429868819374,18.314833501513625,12.96,12.96,5.704823878295975,10
E01000099,Barking and Dagenham 023E,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,0.959,,,29.266,0.174,0.105,25.037,0.214,0.008,47.111,26.795,2258,136.94,91.24,97.5,182.0,80.60230292294065,4.401857483666687,20.482520925652388,37.07533234859675,30.28064992614476,30.28064992614476,62.92466765140325,11.9150467962563,5.291576673866091,6.623470122390208,4.175665946724262,83.90928725701944,11.9150467962563,12.87,12.87,4.301904208682036,8
E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,0.959,,,34.672,0.222,0.134,31.664,0.276,0.131,50.107,18.066,1811,125.3,84.3,100.0,155.0,85.58807288790723,4.461162079615645,21.32564841498559,33.57348703170029,30.907780979827088,30.907780979827088,66.4265129682997,13.904861474124411,6.272869837950862,7.631991636173549,3.1887088342916883,82.90642969158391,13.904861474124411,9.49,9.49,4.289549101260321,8
E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,0.952,0.95,0.955,43.523,0.275,0.167,27.219,0.636,0.786,51.428,26.265,2159,112.0,89.2,99.91428571428573,216.0,100.0463177396943,4.615579003202445,23.19949012109624,32.24984066284258,33.58827278521351,33.58827278521351,67.75015933715741,13.535536441828883,5.703938433680398,7.831598008148484,2.806699864191942,83.65776369397918,13.535536441828883,9.49,9.49,5.270071184189304,10
E01000114,Barking and Dagenham 004E,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham,0.962,,,23.288,0.119,0.074,19.124,-0.117,0.423,40.755,34.274,2290,161.06666666666666,96.61666666666667,97.66666666666669,175.0,76.41921397379913,4.349234992344141,21.05571847507332,35.131964809384165,31.26099706744868,31.26099706744868,64.86803519061584,9.590739975196362,4.505994212484498,5.084745762711865,3.3071517155849524,87.10210830921868,9.590739975196362,13.28,13.28,3.243045770970985,4
E01000019,Barking and Dagenham 023A,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,0.967,,,33.62,0.194,0.138,26.111,0.477,0.645,41.248,26.826,1498,133.9,95.5,100.0,106.0,70.76101468624833,4.273341357648459,23.85008517887564,31.17546848381601,35.09369676320272,35.09369676320272,68.82453151618398,13.5102533172497,6.815440289505428,6.69481302774427,3.4981905910735827,82.99155609167673,13.5102533172497,16.02,16.02,4.207149182549991,7
E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,0.958,,,40.044,0.229,0.126,27.703000000000003,0.701,1.217,49.479,26.503,1670,134.4,99.16,99.84,115.0,68.8622754491018,4.2465258104071015,25.33112582781457,28.14569536423841,37.831125827814574,37.831125827814574,71.8543046357616,15.213358070500927,7.544836116264688,7.66852195423624,4.205318491032776,80.58132343846628,15.213358070500927,9.79,9.79,4.861266545079189,9
E01000100,Barking and Dagenham 004B,E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham,0.958,,,31.83,0.16,0.117,29.622,0.106,0.6339999999999999,42.938,38.207,1744,153.44,99.84,100.0,115.0,65.94036697247705,4.203802177878656,25.177304964539005,28.08510638297873,35.39007092198582,35.39007092198582,71.91489361702128,15.843621399176955,8.076131687242798,7.7674897119341555,3.292181069958848,80.8641975308642,15.843621399176955,16.08,16.08,3.868587124141176,6
E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,0.975,0.973,0.976,35.019,0.2,0.11,20.416,-0.149,0.669,58.179,43.024,2086,105.883333334,61.2,96.72,620.0,297.2195589645254,5.697829990268654,12.5979843225084,51.735722284434495,20.15677491601344,20.15677491601344,48.26427771556551,8.102605863192181,3.338762214983713,4.763843648208469,3.2166123778501627,88.68078175895765,8.102605863192181,4.7,4.7,2.945862387808168,3
E01034479,Barking and Dagenham 021G,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,0.968,0.966,0.969,39.97062421830585,0.2799306424104605,0.154468732234224,24.982788231949968,0.5000056850483229,0.2810397953382603,51.80166827743036,20.286669130187608,3518,112.43333333333334,87.51833333333333,100.0,163.0,46.33314383172257,3.85721076536998,20.133333333333333,35.06666666666667,30.133333333333333,30.133333333333333,64.93333333333334,11.06575963718821,5.714285714285714,5.351473922902494,2.7210884353741496,86.21315192743764,11.06575963718821,8.85,8.85,4.1076176038508825,7
E01000020,Barking and Dagenham 023B,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,0.971,,,36.035,0.216,0.131,24.184,0.76,0.651,43.518,30.078,1947,122.76,92.02,99.86,87.0,44.68412942989214,3.821750960340204,26.58779576587796,28.82938978829389,36.48816936488169,36.48816936488169,71.1706102117061,16.82626538987688,8.299133606931145,8.527131782945736,3.328773369813041,79.84496124031007,16.82626538987688,13.77,13.77,5.222187460535144,10
E01000069,Barking and Dagenham 011C,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,0.966,,,16.375,0.087,0.07,16.481,-0.626,0.032,31.781,28.36,1882,172.9,99.225,100.0,69.0,36.66312433581297,3.628681481439843,18.037781840341253,31.62705667276051,30.04265691651432,30.04265691651432,68.37294332723948,10.114503816793894,4.91412213740458,5.200381679389313,3.6736641221374047,86.2118320610687,10.114503816793894,12.14,12.14,3.38756644566024,4
E01000075,Barking and Dagenham 012D,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,0.958,,,36.999,0.196,0.118,36.347,0.136,1.057,44.869,39.815,1777,180.58,100.0,100.0,223.0,125.49240292628023,4.840182250445412,24.350649350649352,31.68831168831169,35.064935064935064,35.064935064935064,68.31168831168831,13.942307692307692,7.019230769230769,6.923076923076923,3.653846153846154,82.40384615384615,13.942307692307692,15.97,15.97,4.360970322039929,8
E01000088,Barking and Dagenham 020C,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,0.964,,,28.849,0.147,0.1,20.313,0.264,0.552,44.005,34.525,2060,151.95999999999998,99.42,100.0,140.0,67.96116504854369,4.233543520768174,22.0516399162596,34.473133286810885,32.17027215631542,32.17027215631542,65.52686671318912,14.78481012658228,8.455696202531646,6.329113924050633,2.3797468354430378,82.83544303797468,14.78481012658228,14.89,14.89,3.946152768540259,6
E01000091,Barking and Dagenham 022A,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,0.955,0.953,0.957,42.183,0.256,0.175,32.562,0.324,0.994,48.266,23.563,2081,120.72,90.64,99.78,113.0,54.30081691494474,4.012787680841325,22.65943012211669,33.310719131614654,32.90366350067843,32.90366350067843,66.68928086838534,15.542802486848398,8.082257293161167,7.4605451936872305,3.2998565279770444,81.15734098517456,15.542802486848398,11.1,11.1,4.387185864785725,8
E01000102,Barking and Dagenham 007G,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham,0.947,,,42.631,0.275,0.175,23.976,0.684,0.7619999999999999,44.376,33.8,1441,162.88,99.52,100.0,96.0,66.6204024982651,4.21390974961732,24.207269914926528,27.1461716937355,37.20030935808198,37.20030935808198,72.8538283062645,14.798206278026909,7.567264573991031,7.230941704035874,4.316143497757848,80.88565022421524,14.798206278026909,15.64,15.64,5.190896315918248,10
E01000013,Barking and Dagenham 013A,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,0.955,,,38.997,0.213,0.145,24.003,0.67,1.199,45.252,30.424,1747,153.18,97.26,100.0,269.0,153.97824842587292,5.043284774335383,25.44674767691208,27.662616154396,36.45461043602573,36.45461043602573,72.337383845604,14.743589743589745,6.784188034188034,7.959401709401709,3.579059829059829,81.67735042735043,14.743589743589745,17.06,17.06,4.23604550270562,7
E01000015,Barking and Dagenham 009A,E02000010,Barking and Dagenham 009,E09000002,Barking and Dagenham,0.978,,,33.632,0.216,0.1229999999999999,26.013,0.025,0.372,50.4,25.696,2372,142.7,85.84,99.9,148.0,62.394603709949415,4.149378742835669,22.606689734717417,32.06459054209919,33.44867358708189,33.44867358708189,67.93540945790082,11.83774834437086,5.008278145695364,6.829470198675497,4.2218543046357615,83.94039735099338,11.83774834437086,13.21,13.21,3.714890499108439,6
E01000068,Barking and Dagenham 016E,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,0.971,,,25.603,0.123,0.075,16.187,0.167,0.946,41.502,31.382,1523,142.275,96.95,100.0,138.0,90.61063690085358,4.517547388310052,22.687373396353816,37.60972316002701,32.748143146522615,32.748143146522615,62.39027683997299,13.036211699164346,5.125348189415042,7.910863509749304,2.6740947075208914,84.28969359331477,13.036211699164346,13.38,13.38,3.9244521625893065,6
E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,0.956,,,35.688,0.188,0.125,24.013,0.279,1.214,44.514,35.245,1710,149.84,93.78,99.04,168.0,98.24561403508773,4.597597727508606,22.9393468118196,30.7153965785381,34.68118195956454,34.68118195956454,69.2846034214619,13.937282229965156,7.0267131242741,6.910569105691057,4.5876887340301975,81.47502903600464,13.937282229965156,16.16,16.16,3.944933362755041,6
E01000056,Barking and Dagenham 018C,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,0.968,,,35.903,0.197,0.144,25.304,0.4549999999999999,0.485,51.736,23.506,1666,171.875,91.275,100.0,269.0,161.46458583433375,5.090460044691697,26.16600790513834,28.537549407114625,36.75889328063241,36.75889328063241,71.46245059288538,18.224573780129337,9.523809523809524,8.700764256319813,3.115814226925338,78.65961199294532,18.224573780129337,12.66,12.66,4.235181099860726,7
E01000071,Barking and Dagenham 011E,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,0.966,,,18.848,0.13,0.058,14.114,-0.261,-0.155,40.981,22.064,2541,112.05,74.0,100.0,141.0,55.48996458087367,4.034063004338809,17.935871743486974,37.77555110220441,28.857715430861724,28.857715430861724,62.22444889779559,11.08979278587874,5.257099002302379,5.832693783576362,3.722179585571757,85.1880276285495,11.08979278587874,10.22,10.22,4.075053299502355,7
E01000079,Barking and Dagenham 009E,E02000010,Barking and Dagenham 009,E09000002,Barking and Dagenham,0.94,,,34.522,0.227,0.141,24.526,0.045,0.253,48.007,29.325,1662,154.9,99.84,100.0,83.0,49.93983152827918,3.9306451622878753,24.78565861262666,30.475448168355417,33.826968043647696,33.826968043647696,69.52455183164459,14.56876456876457,7.575757575757576,6.993006993006993,4.020979020979021,81.41025641025641,14.56876456876457,15.76,15.76,4.652689398362352,9
E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,0.947,,,44.149,0.246,0.165,36.132,0.932,1.039,47.24,25.589,2314,130.28333333333333,87.25,99.86666666666667,406.0,175.45375972342265,5.173058857479556,25.98740698340012,30.28048082427017,35.317687464224385,35.317687464224385,69.71951917572983,16.152527849185947,7.883461868037704,8.269065981148243,3.299057412167952,80.5484147386461,16.152527849185947,10.73,10.73,5.659177459541578,10
E01000035,Barking and Dagenham 010A,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,0.954,,,26.175,0.15,0.092,25.536,0.3970000000000001,0.242,39.025,23.071,1799,168.48,94.62,97.7,189.0,105.05836575875486,4.663989562941909,27.827278958190544,30.50034270047978,38.1082933516107,38.1082933516107,69.49965729952022,14.90048413125336,7.907477138246369,6.993006993006993,3.5502958579881656,81.54922001075848,14.90048413125336,12.0,12.0,4.046651864040955,7
E01000073,Barking and Dagenham 012B,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,0.948,,,38.757,0.209,0.135,35.14,0.57,1.346,43.442,23.636,1780,172.44,100.0,100.0,122.0,68.53932584269663,4.241892432007222,23.5467255334805,29.94849153789551,35.1729212656365,35.1729212656365,70.0515084621045,13.813651137594798,7.096424702058505,6.717226435536294,3.683640303358613,82.5027085590466,13.813651137594798,16.81,16.81,4.115711695818531,7
E01000087,Barking and Dagenham 020B,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,0.961,,,34.357,0.226,0.131,27.171,0.046,0.135,48.565,31.357,1447,162.45,93.5,99.25,230.0,158.94955079474775,5.074858457981128,22.913256955810148,29.623567921440262,35.67921440261866,35.67921440261866,70.37643207855973,12.232415902140673,6.422018348623854,5.81039755351682,4.892966360856269,82.87461773700305,12.232415902140673,17.44,17.44,3.659977876176684,5
E01000098,Barking and Dagenham 023D,E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,0.948,,,39.405,0.239,0.159,31.389,0.443,0.911,43.482,28.673,1814,124.06,93.82,100.0,130.0,71.66482910694597,4.285857486282152,24.66240227434257,28.926794598436388,34.39943141435678,34.39943141435678,71.07320540156361,16.357069143446854,7.84313725490196,8.513931888544892,4.076367389060888,79.56656346749226,16.357069143446854,15.21,15.21,4.66816738780904,9
E01000032,Barking and Dagenham 002B,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham,0.951,,,29.957999999999995,0.146,0.106,23.035,0.095,0.913,39.922,38.369,1755,130.9,90.84,100.0,228.0,129.91452991452994,4.874544666866798,23.10606060606061,31.313131313131315,34.21717171717172,34.21717171717172,68.68686868686868,14.533205004812318,6.737247353224254,7.795957651588066,4.042348411934552,81.42444658325313,14.533205004812318,13.24,13.24,4.054662671459933,7
E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,0.953,,,41.016,0.241,0.138,34.242,0.478,1.197,46.957,30.082,2112,148.57142857142858,82.41428571428571,100.0,198.0,93.75,4.551241843962536,24.37619961612284,30.710172744721685,35.57261676263595,35.57261676263595,69.28982725527831,14.751046998604,6.979990693345742,7.77105630525826,3.303862261516985,81.945090739879,14.751046998604,14.48,14.48,5.049649759494543,9
E01000080,Barking and Dagenham 007C,E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham,0.941,,,33.185,0.19,0.146,26.379,0.445,0.145,45.385,24.492,1651,175.07999999999998,100.0,100.0,83.0,50.2725620835857,3.9371557569204607,24.79462285287528,30.61986557132188,33.980582524271846,33.980582524271846,69.38013442867812,15.822072072072071,8.333333333333332,7.488738738738738,3.772522522522523,80.4054054054054,15.822072072072071,16.09,16.09,3.859740275151729,6
E01000093,Barking and Dagenham 022B,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,0.961,,,46.922,0.26,0.169,27.955,0.842,1.073,49.65699999999999,43.57,1719,121.16,95.0,98.7,147.0,85.51483420593368,4.460315892944684,25.978915662650603,30.79819277108433,37.34939759036144,37.34939759036144,69.20180722891567,15.257048092868988,8.236594803758983,7.020453289110005,2.7639579878385847,81.97899391929244,15.257048092868988,11.27,11.27,4.459379977677129,8
E01000111,Barking and Dagenham 002D,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham,0.926,,,28.903,0.174,0.111,20.878,0.187,0.313,44.339,26.789,1997,144.01666666666668,91.3,99.9,181.0,90.63595393089636,4.517823704830746,24.25558312655087,30.272952853598017,36.78660049627791,36.78660049627791,69.72704714640199,13.423130515559684,6.502554575011612,6.920575940548073,2.6474686483975844,83.92940083604273,13.423130515559684,11.92,11.92,4.370465625549027,8
E01000112,Barking and Dagenham 002E,E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham,0.958,,,24.743,0.129,0.065,18.969,-0.324,0.602,43.159,40.766,2058,124.24,79.84,94.88,144.0,69.97084548104957,4.26226916568348,20.212765957446805,37.36702127659575,30.252659574468083,30.252659574468083,62.63297872340425,10.908168442415016,4.616945712836124,6.291222729578894,4.363267376966007,84.72856418061897,10.908168442415016,11.27,11.27,4.017333896338528,7
E01000014,Barking and Dagenham 013B,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,0.959,,,35.67,0.2009999999999999,0.135,31.501,0.35,0.825,46.135,25.122,1669,156.18333333333334,82.38333333333334,100.0,140.0,83.88256440982624,4.441268706029206,25.8162490508732,29.00531511009871,36.75018982536067,36.75018982536067,70.9946848899013,14.79154768703598,7.024557395773844,7.766990291262135,3.940605368360937,81.26784694460308,14.79154768703598,15.55,15.55,4.334337583212649,8
E01000029,Barking and Dagenham 001C,E02000002,Barking and Dagenham 001,E09000002,Barking and Dagenham,0.925,,,22.503,0.113,0.075,17.349,-0.28,0.35,47.51,21.974,1737,125.78333333333336,90.48333333333332,100.0,106.0,61.02475532527346,4.127533584794162,23.56202356202356,31.80873180873181,34.92723492723493,34.92723492723493,68.1912681912682,14.62341946124244,6.926882902693787,7.696536558548653,3.5733919736118747,81.80318856514567,14.62341946124244,11.32,11.32,4.723403265390257,9
E01000070,Barking and Dagenham 011D,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,0.968,,,21.038,0.11,0.077,14.434,-0.442,0.84,35.596,27.639,2154,145.04000000000002,99.08,100.0,281.0,130.45496750232127,4.878664340513756,19.4150591163659,37.2744243932794,28.873677660236464,28.873677660236464,62.7255756067206,13.10843373493976,5.686746987951807,7.421686746987952,3.710843373493976,83.18072289156626,13.10843373493976,13.11,13.11,3.23401225190763,4
E01000061,Barking and Dagenham 006C,E02000007,Barking and Dagenham 006,E09000002,Barking and Dagenham,0.945,,,46.283,0.303,0.186,39.776,1.013,0.145,49.627,15.967,1854,142.36,99.34,99.78,285.0,153.72168284789643,5.0416279083773246,21.91582002902758,30.76923076923077,34.1799709724238,34.1799709724238,69.23076923076923,17.91277258566978,8.203530633437175,9.709241952232608,4.049844236760125,78.03738317757009,17.91277258566978,8.18,8.18,4.0440593987502,7
