lsoa_code,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse
E01000081,22.059800664451828,29.43521594684385,34.48504983388705,34.48504983388705,70.56478405315615
E01000082,24.444444444444443,29.72222222222222,32.84722222222222,32.84722222222222,70.27777777777777
E01000083,28.034682080924856,26.445086705202314,39.16184971098266,39.16184971098266,73.55491329479769
E01000084,27.767527675276753,28.136531365313655,39.57564575645757,39.57564575645757,71.86346863468634
E01000085,26.10797743755036,28.60596293311845,37.711522965350525,37.711522965350525,71.39403706688155
E01000086,25.0,28.66300366300366,36.81318681318682,36.81318681318682,71.33699633699634
E01000087,22.913256955810148,29.623567921440262,35.67921440261866,35.67921440261866,70.37643207855973
E01000088,22.051639916259596,34.473133286810885,32.17027215631542,32.17027215631542,65.52686671318912
E01000089,23.575331772053083,32.08430913348946,34.81654957064793,34.81654957064793,67.91569086651054
E01000090,23.13982011447261,32.134096484055604,34.8323793949305,34.8323793949305,67.8659035159444
E01000091,22.65943012211669,33.310719131614654,32.90366350067843,32.90366350067843,66.68928086838534
E01000093,25.978915662650603,30.798192771084338,37.34939759036144,37.34939759036144,69.20180722891567
E01000094,12.99468399291199,47.25339633786179,22.031896042528057,22.031896042528057,52.74660366213821
E01000095,21.324503311258276,37.549668874172184,29.668874172185433,29.668874172185433,62.450331125827816
E01000096,22.081447963800905,33.755656108597286,30.85972850678733,30.85972850678733,66.2443438914027
E01000097,27.058823529411764,27.54325259515571,37.923875432525946,37.923875432525946,72.4567474048443
E01000098,24.662402274342572,28.926794598436388,34.39943141435678,34.39943141435678,71.07320540156361
E01000099,20.482520925652388,37.07533234859675,30.280649926144754,30.280649926144754,62.92466765140325
E01000100,25.177304964539005,28.085106382978726,35.39007092198582,35.39007092198582,71.91489361702128
E01000101,26.661514683153015,28.129829984544045,36.398763523956724,36.398763523956724,71.87017001545595
E01000102,24.207269914926528,27.1461716937355,37.20030935808198,37.20030935808198,72.8538283062645
E01000103,21.152388172858224,34.950720242608035,30.932524639878693,30.932524639878693,65.04927975739196
E01000104,21.32564841498559,33.57348703170029,30.907780979827088,30.907780979827088,66.4265129682997
E01000105,25.987406983400113,30.280480824270178,35.317687464224385,35.317687464224385,69.71951917572983
E01000106,23.19949012109624,32.24984066284258,33.58827278521351,33.58827278521351,67.75015933715741
E01000107,25.855790240349602,29.42461762563729,35.542607428987615,35.542607428987615,70.5753823743627
E01000108,24.159663865546218,31.512605042016805,35.294117647058826,35.294117647058826,68.4873949579832
E01000110,20.097244732576986,35.49432739059968,28.93030794165316,28.93030794165316,64.50567260940032
E01000111,24.25558312655087,30.272952853598017,36.78660049627791,36.78660049627791,69.72704714640199
E01000112,20.212765957446805,37.36702127659575,30.252659574468083,30.252659574468083,62.63297872340425
E01000113,18.99148657498363,34.83955468238376,28.945645055664706,28.945645055664706,65.16044531761624
E01000114,21.055718475073316,35.131964809384165,31.26099706744868,31.26099706744868,64.86803519061584
E01000115,13.675213675213676,48.46153846153846,20.0,20.0,51.53846153846154
E01000116,15.712187958883995,42.80469897209985,23.348017621145374,23.348017621145374,57.19530102790015
