lsoa_code,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015
E01015854,30.033,0.171,0.095,33.96,0.405,1.33,19.544,34.463,2135
E01015855,34.007,0.221,0.15,28.857,0.722,0.921,20.281,28.868,2113
E01015856,27.368,0.152,0.119,19.653,0.388,1.013,17.612,36.459,1822
E01015857,6.228,0.052,0.03,9.213,-0.796,-0.057,17.607,8.001,1621
E01015858,6.1610000000000005,0.054,0.048,8.309,-0.627,-0.756,16.648,5.795,1877
E01015859,19.409,0.123,0.109,21.083,0.123,-0.033,20.946,15.038,1985
E01015860,12.092,0.065,0.06,13.95,-0.21299999999999997,0.346,16.583,17.924,1529
E01015861,40.29,0.238,0.191,35.626,0.605,1.194,31.418,20.228,1796
E01015862,26.176,0.146,0.10900000000000001,24.92,0.411,0.972,16.406,30.814,1681
E01015863,15.114999999999998,0.11800000000000001,0.075,23.52,-0.289,-0.841,24.745,7.232,2362
E01015864,13.621,0.073,0.067,24.639000000000003,-0.3,0.358,17.501,9.538,1419
E01015865,19.056,0.102,0.09,34.899,-0.001,-0.337,26.908999999999995,11.42,1431
E01015866,13.123,0.072,0.057999999999999996,26.502999999999997,-0.476,-0.258,26.245000000000005,10.502,1549
E01015867,45.382999999999996,0.27,0.21599999999999997,61.28600000000001,0.661,0.9080000000000001,30.689000000000004,9.087,1517
E01015868,28.561,0.18100000000000002,0.128,45.941,0.262,0.417,23.486,14.364,1678
E01015869,27.18,0.178,0.114,42.603,0.197,0.35700000000000004,14.317,31.293,1718
E01015870,18.925,0.116,0.088,29.977,-0.107,0.313,13.743,22.556,1701
E01015871,21.565,0.127,0.107,41.7,-0.297,0.442,11.972,18.338,1624
E01015872,21.168,0.134,0.1,32.768,-0.004,0.184,14.394,24.298,1625
E01015873,22.233,0.148,0.087,22.341,-0.025,0.494,14.625,39.239,1263
E01015874,17.781,0.119,0.08200000000000002,26.304,-0.162,-0.229,19.716,23.326,1689
E01015875,41.968,0.271,0.21899999999999997,41.4,0.902,0.86,22.578,9.019,1745
E01015876,10.371,0.056,0.05899999999999999,13.888,-0.866,0.448,17.347,13.135,2632
E01015877,28.785,0.213,0.147,34.674,0.404,0.301,18.506,11.01,1800
E01015878,12.959,0.10900000000000001,0.071,14.898,-0.328,-0.325,21.792,4.054,1322
E01015879,36.087,0.273,0.177,41.428,0.663,0.448,22.052,3.325,1358
E01015880,50.489,0.302,0.236,66.002,1.34,0.87,19.783,3.452,1535
E01015881,14.097,0.10399999999999998,0.087,20.136,-0.389,0.067,14.446,4.718,1433
E01015882,30.327,0.209,0.145,44.749,0.274,0.527,20.127,11.681,1889
E01015883,4.524,0.04,0.052,3.439,-0.72,-0.645,11.865999999999998,4.537,1406
E01015884,23.607,0.161,0.11499999999999999,26.065,-0.026,0.26,19.017,28.908000000000005,2324
E01015885,3.015,0.02,0.045,5.131,-0.901,-1.042,9.916,4.644,1662
E01015886,60.586000000000006,0.365,0.297,68.186,1.311,0.9649999999999999,26.258,5.028,1499
E01015887,46.353,0.28,0.208,58.713,1.16,1.202,19.798,4.951,1616
E01015888,20.715,0.11499999999999999,0.125,20.638,0.225,0.34,22.523000000000003,6.501,1468
E01015889,5.477,0.032,0.052,5.618,-0.7909999999999999,-0.285,14.19,10.063,1478
E01015890,5.024,0.037,0.046,3.877,-0.535,-0.212,7.911,9.677,1432
E01015891,25.751,0.165,0.121,19.855,0.411,0.9660000000000001,12.347,23.835999999999995,1491
E01015892,6.807000000000001,0.057999999999999996,0.046,12.626,-0.8019999999999999,-0.13,4.31,9.625,1760
E01015893,6.897,0.035,0.063,6.353,-0.607,0.026,14.96,4.836,1570
E01015894,6.684000000000001,0.047,0.057,9.547,-0.579,-0.242,8.225,7.376999999999999,1542
E01015896,37.578,0.249,0.167,36.257,0.843,0.814,21.183,26.77,2130
E01015897,40.365,0.27,0.181,46.837,1.174,0.577,23.657,7.276,2066
E01015898,37.168,0.24900000000000003,0.16,33.265,0.96,0.9170000000000001,20.394000000000002,23.500999999999998,1691
E01015899,32.188,0.189,0.149,34.885,0.282,0.836,19.366,36.452,2086
E01015900,29.304999999999996,0.18599999999999997,0.136,35.103,0.078,0.804,18.922,28.89,1637
E01015901,21.375,0.133,0.077,32.062,0.351,0.338,19.768,21.411,1571
E01015902,28.092999999999996,0.185,0.11599999999999999,32.152,0.33,0.362,24.687000000000005,30.124,1717
E01015903,23.189000000000004,0.153,0.10500000000000001,21.883,0.246,-0.336,21.453,36.68,1666
E01015904,19.39,0.118,0.088,17.242,-0.068,0.04599999999999999,23.78,32.665,1694
E01015905,19.824,0.132,0.082,20.956,0.186,0.24,15.288,30.930000000000003,1436
E01015906,25.519,0.173,0.111,26.333,0.396,0.105,24.316,26.972,1553
E01015907,26.721,0.168,0.127,28.574,0.19300000000000003,0.583,16.208,32.401,1446
E01015908,1.946,0.02,0.018,2.132,-1.06,-0.735,7.648,9.793,1605
E01015909,4.895,0.057999999999999996,0.025,5.494,-0.711,-0.825,7.546,16.857,1672
E01015910,1.853,0.019,0.024,2.925,-1.364,-1.038,12.102,7.780000000000001,1535
E01015911,3.466,0.027999999999999997,0.032,4.494,-0.808,-1.037,16.599,8.123,1279
E01015912,3.944,0.045,0.032,4.705,-0.879,-0.6700000000000002,12.843000000000002,8.34,1574
E01015913,7.191,0.073,0.054,7.125,-0.57,-0.793,9.743,11.109,1722
E01015914,3.336,0.024,0.035,6.333999999999999,-0.944,-0.919,17.542,1.8829999999999998,1383
E01015915,10.08,0.051,0.047,10.202,-0.269,0.567,22.057,5.102,1403
E01015916,50.028,0.369,0.247,64.675,0.546,0.267,23.584,3.788,1591
E01015917,42.215,0.26,0.201,58.383,0.776,0.8300000000000001,22.455,10.733,1812
E01015918,20.823,0.134,0.09500000000000001,23.646,0.056,0.5,9.631,29.896,1412
E01015919,15.131,0.10899999999999999,0.081,24.559,-0.322,-0.8289999999999998,24.068,7.016,1364
E01015920,9.645,0.068,0.062,11.636999999999999,-0.052,-0.447,16.148,3.441,1510
E01015921,32.972,0.173,0.095,32.183,-0.249,1.134,46.697,35.841,1216
E01015922,30.816,0.2,0.134,53.209,0.074,0.484,23.353999999999996,17.756,1609
E01015923,26.678,0.151,0.097,41.266,0.303,0.737,23.869,22.907999999999998,1792
E01015924,28.024,0.138,0.097,46.495999999999995,-0.101,1.389,17.073,29.079,1593
E01015925,15.705,0.079,0.061,31.88,-0.167,0.429,21.122,11.485,1612
E01015926,21.722,0.143,0.08,30.704000000000004,-0.212,0.658,17.172,29.548,1616
E01015927,26.423,0.19,0.116,37.286,-0.085,0.661,26.067,5.748,1915
E01015928,20.794,0.134,0.105,33.838,-0.184,0.268,18.895,13.476,1767
E01015929,35.085,0.225,0.157,44.571,0.366,1.049,27.162999999999997,8.04,1603
E01015930,22.811,0.123,0.09,31.544,-0.371,0.488,38.972,9.829,1904
E01015931,41.929,0.272,0.193,39.085,0.898,1.218,25.047,10.899,1385
E01015932,45.539,0.256,0.176,63.02300000000001,0.471,1.342,37.564,17.438,1734
E01015933,22.921,0.134,0.10400000000000001,42.661,0.007,0.463,18.778,12.665,1691
E01015934,32.5,0.22399999999999998,0.139,59.838,-0.041,0.675,20.791,10.251,1502
E01015935,30.038000000000004,0.19,0.13,48.944,0.4149999999999999,0.696,17.694,13.545,1743
E01015936,25.979,0.153,0.135,43.07900000000001,0.253,0.146,23.146,7.428,1767
E01015937,15.695,0.098,0.086,24.358,0.05299999999999999,-0.239,17.741,8.565,1597
E01015938,36.449,0.262,0.178,37.304,0.386,0.549,32.74,5.623,1930
E01015939,7.9510000000000005,0.057999999999999996,0.034,10.519,-0.749,-0.844,29.331,7.816000000000001,1590
E01015941,6.724,0.052,0.038,9.668,-0.869,-0.7959999999999999,22.629,11.198,1527
E01015942,17.916,0.088,0.062,13.775999999999998,-0.359,0.487,40.086999999999996,18.556,1659
E01015943,13.435,0.061,0.05500000000000001,23.598,-0.735,0.153,30.946,12.826,1501
E01015944,8.711,0.047,0.045,19.57,-0.412,-1.279,25.609,5.507,1219
E01015945,15.118,0.083,0.076,30.052000000000003,-0.56,0.21000000000000002,20.294,10.514,1277
E01015946,11.609,0.059,0.058,23.31,-0.702,-0.678,28.307,11.281,1500
E01015947,24.290999999999997,0.157,0.098,38.652,-0.168,-0.422,14.957999999999998,45.29399999999999,1481
E01015948,21.765999999999995,0.13,0.095,32.258,-0.49200000000000005,0.404,20.745,31.976,1621
E01015949,18.078,0.09,0.08,34.582,-0.596,0.655,14.383,23.282000000000004,1707
E01015950,16.865,0.094,0.069,23.830000000000002,-0.406,0.256,31.41,12.44,1696
E01015951,21.237,0.15,0.073,25.619,-0.259,0.592,30.944,14.221,1752
E01015952,20.979,0.128,0.079,26.639,-0.35,0.572,29.820000000000004,20.976,2507
E01015953,18.014,0.097,0.059,21.103,-0.328,0.643,32.09,19.254,2331
E01015954,33.199,0.23799999999999996,0.126,28.948000000000004,-0.013,0.847,37.336,24.421,2531
E01015955,12.485,0.056999999999999995,0.049,20.551,-0.329,-0.222,31.696,12.981,1630
E01015956,25.581,0.136,0.083,18.826,0.075,1.006,22.295,47.98,2146
E01015957,23.201,0.14,0.10800000000000001,33.751,0.027000000000000003,-0.1,32.233,10.597000000000001,1600
E01015958,24.856,0.176,0.115,33.918,-0.011,0.21199999999999997,24.028,17.92,1341
E01015959,22.401,0.153,0.11,27.017,-0.077,0.289,21.615000000000002,19.826999999999998,1721
E01015960,9.654,0.077,0.051,12.733,-0.395,0.10500000000000001,12.939,9.464,1541
E01015961,13.546,0.095,0.057,20.409,-0.7249999999999999,-0.21799999999999997,16.247,31.428,1614
E01015962,23.33,0.165,0.083,21.604,0.417,0.425,19.34,31.266,1687
E01015963,33.539,0.24699999999999997,0.184,35.637,0.162,0.055999999999999994,25.951,18.24,1268
E01015964,13.553,0.075,0.072,19.158,-0.3469999999999999,0.15,19.494,16.187,1550
E01015965,9.349,0.04699999999999999,0.057,25.443,-0.688,0.02,11.119999999999997,7.379,1685
E01015966,12.697999999999999,0.069,0.052,23.768,-0.641,0.748,10.763,14.863,1610
E01015967,11.830000000000002,0.071,0.056,17.596,-0.6389999999999999,0.08299999999999999,17.584,23.255,1628
E01015968,13.064,0.088,0.077,16.604,-0.382,-0.385,13.955000000000002,22.49,1276
E01015969,11.806,0.09,0.059,18.639,-0.529,0.064,13.993,13.735,1815
E01015970,7.347,0.043,0.046,15.443,-0.872,0.091,8.548,13.171,1343
E01015971,27.669,0.187,0.10899999999999999,34.425,0.03,0.99,17.686,26.247,1582
E01015972,20.807,0.144,0.087,27.884,-0.017,0.492,23.238,10.795,1798
E01015974,12.146,0.063,0.066,20.465,-0.696,-0.118,28.521999999999995,4.744,1429
E01015975,21.64,0.144,0.122,29.99,-0.263,0.102,24.418,7.856,1588
E01015976,34.598,0.203,0.161,47.713,0.193,1.222,22.944,13.141,1891
E01015977,11.845,0.048,0.059,18.481,-0.863,0.579,11.682,26.726,1904
E01015978,12.805,0.044,0.043,25.309,-0.622,-0.153,32.036,22.447,1286
E01015979,13.709999999999999,0.04,0.038,13.596000000000002,-0.77,0.43200000000000005,41.628,20.039,1384
E01015980,7.607999999999999,0.058,0.051,13.934,-0.59,-0.017,8.671,5.622,1544
E01015982,7.748999999999999,0.043,0.032,5.53,-0.65,0.10699999999999998,27.793000000000003,9.605,2620
E01015983,12.740000000000002,0.059,0.078,29.96,-0.441,-0.44500000000000006,15.568999999999999,13.171999999999999,1449
E01015984,10.645,0.064,0.057999999999999996,29.175999999999995,-0.486,-0.225,10.16,6.898,1260
E01015985,16.718,0.097,0.082,36.193,-0.023,-0.343,18.064,8.535,1432
E01015986,28.951,0.21399999999999997,0.142,38.412,0.17199999999999996,0.131,24.735,12.987,1525
E01015987,30.831,0.194,0.143,44.831,0.7,0.238,22.984,11.239,1443
E01015988,29.035,0.19799999999999998,0.156,44.558,0.01,0.267,24.010000000000005,4.798,1381
E01015989,18.409,0.116,0.069,29.842,-0.194,0.569,18.168,19.802,1572
E01015990,21.923,0.131,0.10099999999999999,40.275,-0.086,0.188,21.447,15.653,1472
E01015991,9.094,0.068,0.045,18.204,-0.679,0.07,12.952,9.926,1433
E01015992,18.787,0.115,0.074,26.397,-0.285,0.7989999999999999,13.724,24.604,1949
E01015993,22.152,0.127,0.101,38.918,0.089,0.394,20.095,12.505,1607
E01015994,21.389,0.122,0.098,32.325,0.22199999999999998,-0.001,22.77,19.972,1825
E01015995,8.281,0.041,0.041,20.411,-0.326,-0.657,20.071999999999996,9.735,1648
E01015996,23.343,0.142,0.12,33.671,-0.163,0.265,25.528,14.616000000000001,1561
E01015997,8.042,0.032,0.035,23.795,-0.8530000000000001,-0.955,25.93,9.713,1348
E01015998,9.262,0.053,0.066,24.059999999999995,-0.927,-0.64,14.234,8.594,1593
E01015999,7.459,0.038,0.041,21.482,-0.8139999999999998,-0.7969999999999999,20.108,9.904,1338
E01016000,13.018999999999998,0.068,0.044,24.435,-0.655,0.248,15.885000000000002,31.707,1463
E01016001,10.279,0.048,0.057,27.265,-0.705,-0.174,16.473,11.665,1337
E01016002,6.819,0.038,0.037,19.406,-1.151,-0.536,21.988,5.872,1376
E01016003,22.088,0.16,0.093,33.213,-0.055,0.167,22.82,16.886,2099
E01016004,40.759,0.28,0.176,54.262,0.355,1.17,25.167,9.202,1760
E01016005,26.776999999999997,0.193,0.11100000000000002,50.427,0.001,0.063,25.058000000000003,9.4,1632
E01016006,49.04,0.361,0.21,56.784,0.296,1.094,31.438,6.784,1873
E01016007,53.537,0.334,0.184,82.397,0.49799999999999994,2.237,25.212,8.498,1530
E01016008,21.937000000000005,0.161,0.09699999999999999,34.144,-0.33,-0.135,24.810000000000002,20.6,1509
E01016009,37.679,0.233,0.156,49.184000000000005,0.589,1.134,23.351,20.339,1700
E01016010,54.257,0.312,0.2,84.833,0.962,1.783,23.387,9.39,1449
E01016011,27.158,0.142,0.087,35.775,-0.089,0.867,32.349,33.502,1730
E01016013,19.853,0.104,0.052,14.41,-0.763,0.094,39.94,45.354,2830
E01016014,26.661,0.209,0.101,34.396,0.131,0.596,27.952,5.186,2985
E01016015,19.501,0.117,0.071,25.345,-0.16,0.23,26.808,28.931,1992
E01016016,33.181,0.201,0.15699999999999997,23.845,0.567,1.279,23.113,19.966000000000005,1681
E01016017,52.995,0.271,0.223,30.44,1.2749999999999997,2.468,24.859,46.843,1686
E01016018,34.227,0.201,0.106,49.314,0.342,1.046,17.154,46.112,2257
E01016019,45.838,0.23,0.152,57.835,0.481,2.17,19.606,52.401,2035
E01016020,36.535,0.22699999999999998,0.175,25.183,0.447,1.414,20.39,29.733,1283
E01016021,30.788,0.167,0.11200000000000002,24.879,0.73,0.8919999999999999,16.321,48.165,1546
E01016022,33.149,0.168,0.113,24.377,0.432,1.47,23.184,48.95799999999999,1529
E01016023,54.405,0.34,0.237,81.322,0.842,0.754,18.729,26.208,1762
E01016024,41.954,0.236,0.15,48.67,0.462,1.511,18.272,51.713,2063
E01016025,36.851,0.227,0.204,27.63,0.618,0.928,20.730999999999998,22.558,1659
E01016026,6.711999999999999,0.043,0.04,15.144000000000002,-0.362,-0.497,6.33,14.03,1319
E01016027,9.1,0.05,0.051,17.161,-0.679,0.33,10.659,12.591,1550
E01016028,12.393,0.072,0.066,15.788,-0.497,0.42700000000000005,13.557,18.549,1447
E01016029,19.564,0.105,0.084,22.142,-0.47,-0.064,33.982,28.457999999999995,1504
E01016030,31.011,0.194,0.134,29.296,0.352,0.963,30.08,16.428,2082
E01016031,52.408,0.311,0.207,42.679,1.233,1.999,23.191,32.566,1933
E01016032,60.875,0.343,0.245,76.665,0.8640000000000001,1.759,29.964,27.526,1398
E01016033,63.760000000000005,0.403,0.283,61.501999999999995,1.198,1.509,27.449,18.077,1191
E01016034,20.359,0.11099999999999999,0.088,17.419,-0.546,0.767,29.526,26.134,2627
E01016035,42.366,0.259,0.147,41.462,0.379,1.5289999999999997,27.207,46.133,1855
E01016037,32.345,0.165,0.106,38.542,0.333,1.01,19.912,52.855,1657
E01016038,32.369,0.154,0.12200000000000001,38.267,0.42,1.211,14.733,46.839000000000006,1543
E01016039,34.798,0.167,0.116,40.365,0.208,1.635,20.237,48.21,1804
E01016040,36.552,0.165,0.153,36.947,0.422,1.452,19.141,48.974,1732
E01016041,41.102,0.201,0.147,32.486,0.934,1.859,19.228,49.511,1740
E01016042,32.062,0.17399999999999996,0.142,28.862999999999996,0.372,1.012,18.07,42.867000000000004,1588
E01016043,30.055999999999997,0.156,0.143,23.884,0.528,1.25,11.414,33.227,1343
E01016044,30.393,0.166,0.105,26.391000000000002,0.367,1.107,18.155,49.533,1788
E01016045,28.570000000000004,0.144,0.097,25.521,0.246,1.506,16.317,41.554,1711
E01016046,34.313,0.184,0.149,20.921,0.565,1.009,14.180000000000001,57.474,1504
E01016047,29.165,0.162,0.11300000000000002,22.168,0.291,0.983,16.226,50.241,1893
E01016048,22.538,0.134,0.09,23.701,0.069,0.249,17.685,42.982,1829
E01016049,49.398,0.254,0.172,44.855,0.933,1.471,22.502,72.673,2092
E01016050,4.23,0.022,0.032,8.449,-1.08,-0.451,12.229999999999999,14.547,1694
E01016051,3.684,0.028,0.035,5.116,-0.7800000000000001,-0.592,13.369000000000002,7.905,1636
E01016052,7.625,0.022,0.041999999999999996,8.296,-0.93,-0.417,32.659,8.789,1722
E01016053,7.722,0.045,0.051,8.882,-0.454,-0.5,20.928,11.672,1488
E01016054,3.507,0.023999999999999997,0.031,5.823,-1.099,-0.493,10.323,13.223,1513
E01016055,22.593999999999998,0.126,0.10200000000000001,35.319,0.267,0.523,18.563,14.288,1574
E01016056,16.067,0.112,0.063,29.345,0.08,-0.033,16.904,12.589,1494
E01016057,15.877,0.09,0.069,26.106,-0.137,-0.208,29.671,7.956,1770
E01016058,16.882,0.071,0.057,15.16,-0.516,1.212,29.836999999999996,14.95,1523
E01016059,35.641,0.202,0.152,54.67600000000001,0.433,-0.016,40.784,14.503,1359
E01016060,8.876,0.04800000000000001,0.053,16.916,-0.58,0.376,9.93,7.565,1606
E01016061,43.474000000000004,0.273,0.146,56.613,0.386,1.499,18.572,44.598000000000006,1802
E01016062,46.74699999999999,0.281,0.19400000000000003,50.468,0.248,2.122,19.516,36.525,1546
E01016063,56.532,0.324,0.216,55.119,1.174,2.029,21.795,40.794,1762
E01016064,39.216,0.24,0.159,33.253,1.025,1.42,17.737,28.04,1797
E01016065,19.395,0.112,0.095,26.509,-0.017,0.328,19.573,19.062,1400
E01016066,34.429,0.17199999999999996,0.157,47.792,0.672,1.322,17.69,13.719,1563
E01016067,27.005,0.163,0.143,35.226,0.399,0.578,15.044999999999998,14.541999999999998,1578
E01016068,40.719,0.252,0.192,56.988,0.788,0.831,17.086,16.433,1816
E01016069,55.292,0.296,0.201,65.291,0.787,1.621,25.373,56.564,1925
E01016070,27.421,0.132,0.118,47.162,0.42099999999999993,0.7169999999999999,12.479,27.568999999999996,1686
E01016071,31.17,0.187,0.152,53.375,0.726,-0.206,11.142,23.201,1610
E01016072,26.59,0.148,0.127,29.872,0.476,-0.089,28.299,26.729,1319
E01016073,7.421999999999999,0.047,0.045,9.741,-0.473,-0.141,14.974,13.966,1978
E01016074,25.332999999999995,0.132,0.117,41.667,0.28,-0.274,25.926000000000002,25.96,1749
E01016075,21.126,0.10599999999999998,0.09900000000000002,29.910999999999998,0.433,0.184,19.518,20.402,1482
E01016077,26.418,0.145,0.132,43.836,0.429,0.261,14.266000000000002,20.311,1592
E01016078,14.686,0.087,0.044000000000000004,23.056,-0.152,0.629,23.474,10.538,1564
E01016079,11.928,0.075,0.055,19.008,-0.471,0.168,22.225,9.173,1359
E01016080,16.014,0.09700000000000002,0.073,28.555,0.01,0.324,12.632,10.91,1502
E01016081,6.694,0.039,0.038,14.611,-0.408,-0.248,13.935,8.559,1644
E01016082,10.591,0.055,0.058,18.485,-0.524,-0.20600000000000002,20.872,14.560999999999998,1530
E01016083,51.436,0.288,0.21200000000000002,69.8,0.986,0.847,37.782,18.73,1368
E01016084,27.647,0.16800000000000004,0.115,48.827,-0.04,0.375,30.353,12.415,1569
E01016085,4.326,0.029,0.038,11.047,-0.7900000000000001,-0.694,5.453,11.351,1583
E01016086,7.575,0.044,0.04,7.224,-0.772,0.152,22.065,12.176,1300
E01016087,12.777,0.068,0.065,11.616,-0.484,0.592,8.812,27.871,1804
E01016088,21.121,0.141,0.11,20.853,0.126,0.137,24.757,13.413,1486
E01016089,12.165,0.08,0.064,14.507,-0.334,0.048,18.444,15.181,1601
E01016090,7.151,0.042,0.044000000000000004,14.186000000000002,-0.797,-0.431,17.565,13.769,1513
E01016091,7.013000000000001,0.04299999999999999,0.059,8.149,-0.542,-0.41400000000000003,13.847,10.602,1525
E01016092,6.255,0.055,0.043,11.589,-0.804,-0.658,12.242,11.914,1530
E01016093,12.029,0.04,0.05,7.582,-0.682,1.061,25.711,13.631,1648
E01016094,11.342999999999998,0.05,0.064,14.263,-0.253,-0.219,24.315000000000005,15.644,1474
E01016095,10.749,0.075,0.05,11.167,-0.449,0.177,22.701,10.652,1344
E01016096,10.068,0.05800000000000001,0.055,14.626,-0.529,0.099,17.126,15.297,1440
E01016097,24.296,0.131,0.113,28.715,0.39200000000000007,0.743,14.002,25.285,1510
E01016098,30.419000000000004,0.199,0.11600000000000002,27.989,0.794,0.293,17.216,42.542,1442
E01016099,11.110999999999999,0.052,0.065,20.927,0.032,-0.19200000000000003,12.039,11.178000000000003,1536
E01016100,23.963,0.138,0.123,30.643999999999995,0.267,-0.074,27.612,15.221,1447
E01016101,9.951,0.061,0.054000000000000006,16.995,-0.521,-0.707,21.994,14.492,1468
E01016102,36.324,0.217,0.171,52.57099999999999,0.8369999999999999,0.683,17.491,15.183,1471
E01016103,12.476,0.05,0.043,18.831,-0.38999999999999996,0.985,18.15,13.032,1519
E01016104,7.777,0.047,0.045,17.626,-0.42999999999999994,-0.561,15.159,11.323,1383
E01016105,8.974,0.05399999999999999,0.05600000000000001,13.842000000000002,-0.312,-0.012,10.329,11.923000000000002,1399
E01016106,9.991,0.058,0.057,18.798,-0.243,-0.065,8.901,12.958,1489
E01016107,8.526,0.057,0.047,16.132,-0.498,-0.711,20.739,10.081,1556
E01016111,73.322,0.407,0.359,43.203,2.18,2.237,25.627,31.823,1371
E01016113,16.774,0.077,0.073,13.786,-0.104,0.637,11.275,38.907,1468
E01016114,31.603,0.21099999999999997,0.133,22.251,0.272,1.015,15.755,43.14900000000001,1555
E01016115,23.265,0.168,0.113,25.793,0.093,0.491,17.324,17.812,1993
E01016116,22.799000000000003,0.174,0.115,21.452,-0.09,0.6819999999999999,15.847,15.987000000000002,1888
E01016117,41.098,0.237,0.174,29.341999999999995,1.263,1.253,18.878,34.269,1976
E01016118,21.867,0.088,0.077,19.039,-0.151,0.995,10.32,54.388,1708
E01016119,11.546,0.07,0.055,9.613,0.144,0.456,10.591,12.88,1519
E01016120,26.327,0.18299999999999997,0.152,37.049,0.271,-0.589,17.26,15.981,1450
E01016121,11.163,0.056,0.063,17.928,-0.325,0.187,9.889,19.714,1615
E01016122,10.331000000000001,0.047,0.043,10.06,-0.535,0.828,10.455,23.309,1756
E01016123,13.561,0.067,0.064,23.652,-0.48,0.128,22.549,17.285,1588
E01016124,16.246,0.076,0.075,19.118,-0.08200000000000002,0.42,15.756000000000002,30.68,1707
E01016125,18.206,0.092,0.078,16.076,-0.205,0.505,16.583,40.05,1874
E01016126,10.251999999999999,0.061,0.051,9.732,-0.5,0.379,10.229,24.915,1740
E01016127,21.097,0.121,0.082,19.103,-0.045,0.554,18.61,40.584,1508
E01016128,31.058,0.155,0.11399999999999999,34.728,0.8450000000000001,1.031,29.001,18.903,1485
E01016129,28.696,0.184,0.109,34.941,-0.204,0.826,38.166,11.068,2038
E01016130,20.322,0.09,0.066,4.539,-0.283,1.873,21.406,31.969,1934
E01016131,13.342,0.087,0.055,2.092,-0.283,0.6350000000000001,19.795,27.701,1711
E01016132,8.789,0.046000000000000006,0.041,5.130000000000001,-0.835,0.745,16.366,17.617,1731
E01016133,6.869999999999999,0.037,0.03,10.189,-0.547,-0.765,25.721,12.632999999999997,1331
E01016134,16.384,0.093,0.085,21.993,-0.38200000000000006,0.31,23.788,12.335,1490
E01016135,21.343,0.103,0.085,26.663000000000004,0.31700000000000006,0.49200000000000005,12.491,37.207,1618
E01016136,34.086,0.17599999999999996,0.145,38.037,0.6809999999999999,1.161,25.811,23.652,1721
E01016137,25.613,0.159,0.098,30.896,0.33,0.201,12.663,44.633,1608
E01016138,9.014,0.034,0.041,16.923,-0.8619999999999999,-0.40900000000000003,28.801000000000002,15.202,1456
E01016139,11.992,0.064,0.057,19.883,-0.554,0.046,18.243,23.502,1679
E01016140,36.751,0.188,0.146,30.547,0.409,1.3689999999999998,16.273,57.015,1505
E01016141,25.779,0.117,0.096,28.859999999999996,0.233,0.881,13.639,48.344,1830
E01016142,15.296000000000001,0.071,0.056,30.148,-0.339,0.756,14.515000000000002,19.64,1278
E01016143,23.378,0.143,0.084,22.349,-0.404,0.937,38.45,8.648,2471
E01016144,10.344,0.045,0.045,14.805999999999997,-0.435,0.123,16.03,29.504999999999995,1538
E01016145,7.112,0.041,0.045,15.2,-0.318,-0.429,9.587,12.146,1318
E01016147,8.223,0.047,0.048,14.272,-0.221,-0.664,12.415,17.997,1948
E01016148,10.444,0.063,0.058,14.303,-0.229,0.08800000000000001,13.686,13.479,2004
E01016149,19.605,0.108,0.099,34.731,0.001,-0.298,23.607000000000003,14.121,1553
E01016150,35.104,0.202,0.165,51.592,0.573,0.734,16.026,26.347,1672
E01016151,22.267000000000003,0.10900000000000001,0.082,23.259,-0.078,0.941,25.497,31.108999999999998,1652
E01016152,35.572,0.215,0.182,48.365,0.541,0.545,22.104000000000003,18.484,1520
E01016153,45.082,0.286,0.2,66.324,0.479,0.9179999999999999,22.534000000000002,21.435,1600
E01016154,31.451,0.14,0.122,33.502,0.305,1.36,12.525,48.992,1726
E01016155,29.734000000000005,0.176,0.153,50.25500000000001,-0.257,0.784,19.49,15.15,1621
E01016156,18.556,0.10500000000000001,0.084,32.196,0.431,-0.061,10.868,16.653,1741
E01016157,23.269,0.147,0.099,37.307,-0.076,-0.195,25.713,26.503,2060
E01016158,17.971,0.095,0.082,29.490999999999996,-0.261,0.4709999999999999,19.649,18.716,2520
E01016159,43.769,0.273,0.213,47.73799999999999,0.84,1.146,19.488,17.814,1467
E01016160,39.675,0.228,0.182,53.405,0.861,0.923,23.525999999999996,14.619999999999997,1535
E01016161,48.254,0.27,0.225,53.71099999999999,1.3609999999999998,1.08,19.595,20.087,1627
E01016162,12.240999999999998,0.067,0.068,22.239,-0.409,-0.504,16.01,22.254000000000005,1775
E01016163,24.187000000000005,0.131,0.126,34.893,0.35,0.234,14.268,23.994999999999997,1369
E01016164,31.079999999999995,0.173,0.157,45.444,0.47300000000000003,0.39,24.631999999999998,16.042,1484
E01016165,17.8,0.084,0.087,23.104,-0.04,0.688,12.12,23.624,1270
E01016166,15.893,0.08400000000000002,0.08,28.616,-0.16,0.09200000000000001,17.758,15.777,1560
E01016167,16.297,0.10100000000000002,0.084,22.216,-0.11699999999999999,0.207,15.478000000000002,17.25,1477
E01016168,26.205000000000002,0.184,0.133,29.332999999999995,0.068,0.711,18.533,13.006000000000002,1567
E01016169,9.978,0.064,0.046,18.868,-0.419,0.066,15.259999999999998,12.798,1708
E01016170,13.434,0.072,0.078,25.888,-0.139,-0.242,11.667,14.452,1667
E01016171,32.867,0.227,0.15,47.246,0.709,0.253,16.869,17.867,1585
E01016172,6.838,0.038,0.044,11.669,-0.314,-0.131,10.379,11.263,1425
