lsoa_code,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015
E01000038,19.646,0.127,0.079,18.702,-0.103,0.204,27.945,27.001,1446
E01000039,22.288,0.127,0.074,19.753,0.173,0.092,42.779,17.527,1657
E01000040,34.608,0.218,0.123,31.332,0.155,0.607,45.801,29.323,1711
E01000041,33.173,0.172,0.10500000000000001,33.867,0.349,0.432,48.606,33.127,1755
E01000042,41.573,0.263,0.164,31.45,0.526,0.263,57.015,24.75,1986
E01000043,28.075,0.147,0.085,28.946000000000005,0.044,0.574,42.921,33.853,1516
E01000044,28.389,0.133,0.079,22.263,-0.41,1.077,42.638,44.13,1895
E01000045,35.688,0.188,0.125,24.013,0.279,1.214,44.514,35.245,1710
E01000046,29.763,0.17,0.111,28.185,0.222,-0.026,45.338,30.26,1963
E01000049,41.172,0.29,0.143,27.852,0.409,0.376,55.298,26.588,1923
E01000050,34.701,0.176,0.114,22.642,0.61,0.74,48.003,36.588,1933
E01000051,36.941,0.234,0.13,28.197,0.391,0.859,45.996,27.521,1144
E01000052,33.284,0.188,0.111,27.403,-0.153,0.335,51.774,38.532,2134
E01000053,40.044,0.229,0.126,27.703000000000003,0.701,1.217,49.479,26.503,1670
E01000054,29.788,0.18,0.096,26.696999999999996,0.198,0.514,42.507,31.481,1831
E01000055,30.897999999999996,0.21100000000000002,0.114,27.142999999999997,0.126,0.047,43.185,29.369,1684
E01000056,35.903,0.197,0.144,25.304,0.45499999999999996,0.485,51.736,23.506,1666
E01000057,32.887,0.196,0.118,31.462000000000003,0.097,0.644,43.725,30.045999999999996,1557
E01000058,31.763,0.199,0.117,25.845,0.147,0.358,46.251,27.809,2022
E01000059,32.331,0.176,0.129,28.14,0.136,0.414,45.241,32.699,1635
E01000060,36.154,0.202,0.129,25.54,0.282,1.109,48.53,24.729,1955
E01000061,46.283,0.303,0.186,39.776,1.013,0.145,49.627,15.966999999999999,1854
E01000062,26.669,0.143,0.088,30.73,-0.143,0.558,45.088,20.153,2228
E01000063,33.371,0.18100000000000002,0.124,37.624,0.286,0.342,41.885999999999996,35.452,1793
E01000064,35.283,0.208,0.13,24.438,0.39,0.212,50.054,34.175,2107
E01000065,39.89,0.228,0.17299999999999996,26.185,0.8169999999999998,0.32399999999999995,47.453,29.31,1692
E01000066,25.763,0.147,0.097,18.294,0.054,-0.273,50.656,17.916,2132
E01000067,20.973,0.132,0.066,15.99,-0.388,0.381,42.456,21.711,2149
E01000068,25.602999999999998,0.123,0.075,16.187,0.167,0.9460000000000001,41.502,31.382,1523
E01000069,16.375,0.087,0.07,16.481,-0.626,0.032,31.781,28.36,1882
E01000070,21.038,0.11,0.077,14.434,-0.442,0.84,35.596,27.639,2154
E01000071,18.848,0.13,0.058,14.113999999999999,-0.261,-0.155,40.981,22.064,2541
E01000072,41.016,0.241,0.138,34.242,0.478,1.197,46.957,30.082,2112
E01000073,38.757,0.209,0.135,35.14,0.57,1.346,43.442,23.636,1780
E01000074,35.044,0.234,0.128,32.398,0.461,0.005,47.408,22.806,1610
E01000075,36.999,0.196,0.118,36.347,0.136,1.057,44.869,39.815,1777
E01000076,36.246,0.208,0.148,36.193,0.097,0.287,49.87,27.02,2047
E01000077,41.032,0.251,0.159,33.494,0.725,0.487,44.143,35.02,1487
E01000078,35.033,0.228,0.128,33.668,0.035,0.467,44.311,33.091,1826
E01000079,34.522,0.227,0.141,24.526,0.045,0.253,48.007,29.325,1662
E01000080,33.185,0.19,0.146,26.379,0.445,0.145,45.385,24.492,1651
E01000081,30.608,0.162,0.116,30.952,0.225,0.192,43.718,32.758,1831
E01000082,27.895,0.158,0.113,31.053,-0.111,-0.221,43.176,30.006,1953
E01000083,34.377,0.196,0.134,27.072,0.361,0.43399999999999994,44.245,35.395,1888
E01000084,39.815,0.229,0.141,36.839,0.338,1.309,43.432,28.534,1355
E01000085,35.154,0.189,0.124,36.259,-0.227,1.036,46.139,32.465,1829
E01000086,38.156,0.21799999999999997,0.142,28.502999999999997,0.8900000000000001,0.868,42.757,26.281,1383
E01000087,34.357,0.226,0.131,27.171,0.046,0.135,48.565,31.357,1447
E01000088,28.849,0.147,0.1,20.313,0.264,0.552,44.005,34.525,2060
E01000089,28.968,0.156,0.092,25.246,-0.154,0.18900000000000003,47.25399999999999,40.955,1879
E01000090,28.317,0.169,0.091,22.024,-0.187,0.7,45.475,29.464,1683
E01000091,42.183,0.256,0.175,32.562,0.324,0.9940000000000001,48.266,23.563,2081
E01000093,46.922,0.26,0.169,27.955,0.842,1.073,49.65699999999999,43.57,1719
E01000094,28.182,0.167,0.094,10.866,-0.036,0.524,64.961,20.692,2120
E01000095,32.254,0.196,0.095,22.314,-0.111,0.944,63.151,18.657,1871
E01000096,40.926,0.259,0.135,34.307,0.008,1.284,48.317,29.982,1667
E01000097,38.009,0.223,0.131,32.926,0.8079999999999999,0.468,47.096,28.566,1815
E01000098,39.405,0.239,0.159,31.389,0.443,0.911,43.482,28.673000000000002,1814
E01000099,29.266,0.174,0.105,25.037,0.214,0.008,47.111,26.795,2258
E01000100,31.83,0.16,0.117,29.621999999999996,0.106,0.6339999999999999,42.938,38.207,1744
E01000101,40.463,0.254,0.154,28.988,0.464,0.8320000000000001,43.29,37.223,1545
E01000102,42.631,0.275,0.175,23.976,0.684,0.7619999999999999,44.376,33.8,1441
E01000103,32.894,0.18,0.113,26.208,0.427,0.58,50.872,20.068,1500
E01000104,34.672,0.222,0.134,31.664,0.276,0.131,50.107,18.066,1811
E01000105,44.149,0.24600000000000002,0.165,36.132,0.932,1.039,47.24,25.589,2314
E01000106,43.523,0.275,0.167,27.219,0.636,0.786,51.428,26.265,2159
E01000107,28.332,0.15100000000000002,0.095,29.324,0.579,-0.027,44.429,22.813,1719
E01000108,28.166,0.171,0.104,20.596,0.158,0.183,41.045,35.136,1750
E01000110,17.741,0.11199999999999999,0.078,12.848,-0.002,-0.312,32.872,20.544,1491
E01000111,28.903,0.174,0.111,20.878,0.187,0.313,44.339,26.789,1997
E01000112,24.743,0.129,0.065,18.969,-0.324,0.602,43.159,40.766,2058
E01000113,25.268,0.152,0.081,16.983,-0.122,0.708,42.208,26.945,1703
E01000114,23.288,0.119,0.074,19.124,-0.117,0.423,40.755,34.274,2290
E01000115,6.227,0.055,0.046,3.734,-1.526,-0.545,17.004,18.838,1375
E01000116,7.79,0.074,0.049,3.87,-1.412,-0.43,19.173,18.248,1737
E01000117,9.642,0.071,0.062,6.077000000000001,-1.141,-0.168,21.506,17.66,1842
E01000118,9.812,0.077,0.059,8.59,-1.679,-0.206,22.339,16.261,2134
E01000119,11.588999999999999,0.078,0.054,3.312,-1.884,0.627,23.519,21.949,1702
E01000120,5.902,0.061,0.036,4.436,-1.58,-0.568,18.977,14.872,1435
E01000121,36.203,0.262,0.194,22.583,0.261,0.336,37.522,13.339,1498
E01000122,10.152,0.071,0.055,2.257,-1.246,-0.622,30.659,21.817,1462
E01000123,11.047999999999998,0.075,0.049,8.519,-1.062,-0.684,34.632,15.659,1761
E01000124,23.589,0.166,0.128,14.674,-0.593,0.491,30.586999999999996,20.768,1696
E01000126,33.625,0.243,0.152,13.21,-0.077,-0.164,51.181,24.433,2338
E01000127,27.542999999999996,0.19299999999999998,0.129,21.348000000000003,-0.495,0.424,37.588,22.919999999999998,1546
E01000128,27.055,0.171,0.103,22.529,-0.346,0.957,34.708,27.146,1921
E01000129,31.0,0.214,0.11,23.973,-0.148,1.004,38.657,25.543,1812
E01000130,30.863,0.185,0.118,19.118,-0.331,0.839,43.475,35.288,1771
E01000131,20.903999999999996,0.116,0.067,10.9,-0.8020000000000002,1.133,39.033,20.979,1819
E01000132,25.53,0.187,0.106,22.698,-0.4640000000000001,0.309,35.397,25.837000000000003,1557
E01000133,30.774,0.188,0.159,24.516,-0.059,0.065,40.079,26.72,1674
E01000134,24.669,0.184,0.093,20.26,-0.579,-0.195,42.152,27.225,1743
E01000135,12.522999999999998,0.076,0.048,4.357,-1.087,0.38499999999999995,25.516,33.536,1616
E01000136,8.96,0.037,0.02,0.946,-1.93,0.188,27.615,36.198,1559
E01000137,28.786,0.235,0.145,8.14,0.077,0.348,33.329,22.835,1756
E01000138,27.860000000000003,0.17799999999999996,0.127,8.449,-0.547,1.066,35.73,31.894999999999996,1492
E01000139,12.388,0.082,0.041,4.481,-1.326,0.61,25.608,29.28,1532
E01000140,16.817,0.118,0.078,9.456999999999999,-0.914,-0.026,30.188,30.341,1836
E01000141,28.797,0.149,0.083,11.28,-0.736,1.518,35.668,52.22,2273
E01000142,16.669,0.126,0.077,8.856,-0.676,-0.373,30.865,28.68,2563
E01000143,31.342,0.239,0.153,16.558,-0.081,0.7629999999999999,33.531,19.252,1467
E01000144,18.338,0.102,0.082,8.328,-0.906,0.717,31.107,29.170000000000005,1763
E01000145,14.626,0.08800000000000001,0.072,4.679,-1.5,0.196,29.116,32.598,1652
E01000146,18.538,0.103,0.089,4.798,-1.542,0.638,34.561,29.849,1814
E01000147,12.786,0.078,0.04,9.893,-1.99,0.336,27.447,33.415,1876
E01000150,15.582999999999998,0.106,0.056,9.297,-1.385,-0.033,33.726,33.545,2246
E01000151,38.897,0.332,0.191,18.815,-0.203,0.085,40.94499999999999,19.735,1747
E01000152,32.418,0.265,0.144,25.229,-0.552,0.049,44.269,16.001,1764
E01000153,41.649,0.276,0.173,36.066,-0.047,0.8719999999999999,49.389,18.106,1867
E01000154,32.667,0.201,0.141,22.212,0.007000000000000001,0.8270000000000001,43.4,22.744,1345
E01000156,8.319,0.075,0.04,1.668,-0.991,-0.158,22.228,19.997,2097
E01000157,12.655,0.08900000000000001,0.054000000000000006,10.386,-1.084,-0.281,24.93,32.014,1600
E01000158,19.721,0.13,0.08699999999999998,10.783,-0.598,0.561,28.16,31.142,1588
E01000159,16.257,0.11200000000000002,0.077,4.883,-1.287,0.561,32.939,17.393,1828
E01000160,12.121,0.07,0.047,7.531,-1.028,0.463,26.935,26.093,1978
E01000161,14.512999999999998,0.109,0.05499999999999999,3.7819999999999996,-0.524,0.612,27.508,20.014,2407
E01000162,18.504,0.117,0.098,9.943,-0.479,0.48100000000000004,24.285,27.187000000000005,1683
E01000163,28.541,0.2,0.145,13.328,0.036,0.26,38.055,21.987,1709
E01000164,25.331,0.172,0.10699999999999998,11.909,-0.666,0.841,36.044,28.698,1858
E01000165,13.258,0.099,0.05,5.196000000000001,-1.2900000000000003,0.198,35.632,16.048,1892
E01000166,14.861,0.105,0.08200000000000002,7.16,-0.922,0.276,28.957,13.626,1640
E01000167,28.349999999999998,0.199,0.125,22.649,0.166,0.516,33.883,18.27,1361
E01000168,6.975,0.05,0.035,3.4099999999999997,-1.486,-0.095,21.872000000000003,21.5,1614
E01000169,13.225999999999999,0.086,0.063,4.871,-1.209,0.466,25.426999999999996,25.647,1602
E01000170,20.384,0.147,0.114,10.294,-0.625,0.536,22.502,25.376,1707
E01000171,24.261,0.196,0.105,12.3,-0.164,0.288,26.487,33.967,1999
E01000172,8.421,0.075,0.03899999999999999,2.666,-1.613,-0.743,24.854,25.96,1707
E01000173,9.709,0.081,0.05,5.844,-1.13,-0.085,19.649,23.152,1790
E01000174,16.271,0.128,0.069,8.05,-0.672,-0.248,30.198,29.971,1875
E01000175,7.614,0.052,0.047,2.159,-1.45,0.185,22.205,15.768,1568
E01000176,30.549,0.23299999999999998,0.136,19.609,-0.4590000000000001,0.377,44.215,17.867,1651
E01000177,8.263,0.055,0.026,4.627,-1.8259999999999998,0.031,22.96,29.925,1746
E01000178,8.055,0.058,0.045,1.098,-1.31,-0.15,22.904,23.749,1817
E01000179,8.467,0.064,0.036,2.024,-0.712,-0.087,24.92,19.606000000000005,1754
E01000180,14.554999999999998,0.13,0.073,4.839,-1.044,-0.257,29.565000000000005,19.421,1718
E01000181,8.204,0.058,0.039,0.31,-1.634,0.07,20.819000000000003,29.674,1746
E01000182,8.01,0.04,0.032,0.42,-1.7379999999999998,-0.17699999999999996,22.913,37.424,1919
E01000183,10.613,0.085,0.04699999999999999,1.885,-0.676,-0.504,30.174,20.769,1502
E01000184,31.921,0.212,0.141,17.632,-0.18599999999999997,0.303,43.284,35.661,1645
E01000185,25.824,0.239,0.128,12.502,-0.20800000000000002,-0.438,32.704,19.475,1547
E01000186,5.195,0.044000000000000004,0.035,3.442,-1.988,-0.699,19.417,18.927,1680
E01000187,13.015,0.118,0.063,7.661,-0.5990000000000001,-0.561,27.997,14.508,1766
E01000188,8.028,0.032,0.036,2.684,-2.011,0.509,21.076,27.374000000000002,1581
E01000189,24.526,0.149,0.091,25.611,-0.871,-0.44399999999999995,38.504,43.589,1481
E01000190,10.149,0.091,0.056,5.319,-1.301,-0.437,25.601,16.24,1645
E01000191,6.8340000000000005,0.055,0.04800000000000001,1.76,-1.6050000000000002,-0.547,22.059,18.833,1559
E01000192,15.472,0.105,0.066,6.778,-1.035,0.535,27.087,28.127,2022
E01000193,16.117,0.09,0.071,7.965,-1.393,0.546,28.912,33.122,1910
E01000194,19.392,0.114,0.078,5.706,-1.007,0.884,33.467,29.783,1839
E01000195,26.999,0.177,0.109,23.459,-0.58,0.143,47.051,19.966,2007
E01000196,12.284,0.093,0.068,5.839,-1.183,-0.675,29.058,22.92,2008
E01000197,12.515999999999998,0.086,0.056,1.749,-1.585,0.035,26.822999999999997,34.534,1889
E01000198,11.841,0.087,0.048,2.096,-1.852,-0.606,36.202,25.751,2065
E01000199,7.222,0.056,0.036,1.162,-2.149,-0.138,27.064,16.028,1636
E01000200,9.566,0.081,0.055,1.098,-1.812,0.008,23.179,19.86,1940
E01000201,7.184,0.04100000000000001,0.034,0.774,-1.855,-0.066,20.134,32.502,1582
E01000202,6.735,0.053,0.031,1.508,-1.941,-0.497,25.128,23.038,1766
E01000203,15.523000000000001,0.114,0.07200000000000001,5.763,-1.173,-0.564,36.786,24.962,1824
E01000204,10.063,0.068,0.046,3.121,-1.795,0.3,23.008,27.208999999999996,1737
E01000205,7.725,0.053,0.035,1.073,-1.993,0.215,22.867,23.489,1610
E01000206,9.118,0.013,0.012,1.793,-2.703,0.147,38.568,24.318999999999996,1538
E01000207,6.585000000000001,0.042,0.035,2.896,-2.053,-0.487,22.612,27.164,1572
E01000208,6.612,0.028,0.01,1.282,-2.453,0.17,26.632,22.502,1644
E01000209,7.058,0.048,0.035,0.414,-1.5620000000000003,-0.013,23.561000000000003,22.769000000000002,1502
E01000210,8.197,0.058,0.033,0.518,-1.8500000000000003,0.35900000000000004,19.894,27.374,1571
E01000211,14.568,0.112,0.072,3.225,-0.835,-0.369,30.399000000000004,27.757,2240
E01000212,10.294,0.063,0.069,0.467,-1.669,-0.219,25.312,25.698,1489
E01000213,7.583,0.028000000000000004,0.025,1.321,-2.218,-0.45,30.621,31.329999999999995,1405
E01000214,10.503,0.046,0.038,0.416,-2.082,0.283,36.7,23.936,1760
E01000215,13.565,0.103,0.062000000000000006,6.101,-0.575,-0.456,30.762,22.19,2222
E01000216,10.017,0.071,0.061,2.247,-1.305,-0.268,26.235,21.24,2082
E01000217,10.826,0.066,0.056,9.331,-1.212,-0.342,24.166,29.261,1830
E01000218,15.33,0.104,0.071,9.755,-0.755,0.132,28.641,25.532,1946
E01000219,19.87,0.097,0.093,14.667,-0.764,0.403,34.545,31.116,1982
E01000220,17.109,0.117,0.092,7.734,-0.48,-0.403,28.881,29.431,2075
E01000221,45.842,0.28,0.186,23.471,0.346,1.127,55.983999999999995,29.763,1372
E01000222,27.098,0.16299999999999998,0.13,12.267,-0.287,0.729,37.056,29.883,1733
E01000223,35.812,0.225,0.142,21.168,-0.005,0.888,47.877,28.472,1381
E01000224,19.679,0.152,0.097,14.005000000000003,-0.928,-0.054,29.827,27.142000000000003,1653
E01000225,10.981,0.066,0.054,6.55,-1.052,-0.009,28.248,22.709,1979
E01000226,31.657999999999998,0.224,0.123,23.481,0.37299999999999994,-0.171,41.017,30.803,1792
E01000227,9.965,0.082,0.052,4.644,-1.687,-0.601,29.152,18.465,1944
E01000228,12.491999999999999,0.079,0.05499999999999999,5.053,-1.232,0.618,28.384000000000004,17.002,1518
E01000229,21.609,0.135,0.10799999999999998,11.185,-0.868,0.071,43.196,18.134,1767
E01000230,7.886,0.071,0.044,8.824,-1.463,-0.336,20.598,14.054,1867
E01000231,17.628,0.103,0.063,4.325,-1.112,0.156,46.81,22.468,2003
E01000232,14.534,0.114,0.072,5.022,-0.843,0.019,29.815,20.257,1983
E01000233,8.853,0.069,0.054,4.009,-1.829,-0.162,22.349,20.027,1884
E01000234,8.657,0.067,0.047,3.867,-1.1849999999999998,-0.259,25.044,18.383,1819
E01000235,23.347,0.164,0.10100000000000002,18.521,-0.622,0.481,31.954,28.246,1816
E01000236,10.572,0.079,0.059,3.637,-1.135,-0.545,25.167,26.189,1956
E01000237,9.545,0.055,0.036,1.569,-1.722,0.266,26.964,29.614,2138
E01000238,14.457,0.096,0.074,4.747,-1.429,-0.19,30.448,31.179,2035
E01000239,21.568,0.137,0.077,6.545,-0.872,-0.006,50.079,25.352,2018
E01000240,19.599,0.118,0.065,5.762,-1.108,0.071,48.523,28.397,1751
E01000241,10.706,0.071,0.04,1.467,-1.771,-0.181,34.775,24.967,1794
E01000242,19.154,0.125,0.08399999999999999,3.59,-0.959,0.287,42.621,21.088999999999995,1722
E01000243,14.093,0.084,0.053,4.629,-0.996,0.10500000000000001,30.061,37.611,1891
E01000244,15.649,0.076,0.056,6.449,-1.024,0.292,29.684,45.264,1680
E01000245,24.116,0.168,0.119,11.778,-0.366,0.449,31.387,29.665,2173
E01000246,10.620999999999999,0.048,0.04,1.711,-1.472,0.498,33.776,21.694,1546
E01000247,10.138,0.077,0.066,2.68,-1.249,-0.555,28.98,13.317000000000002,1764
E01000248,7.296,0.046,0.036,1.477,-1.4129999999999998,0.52,17.762,19.701,1779
E01000249,5.863,0.026,0.04399999999999999,1.17,-1.9470000000000003,0.087,21.352,16.223,1522
E01000250,13.029999999999998,0.107,0.071,3.559,-1.451,0.064,26.109999999999996,20.775,2660
E01000251,18.853,0.144,0.114,7.175,-0.578,0.114,24.873,22.748999999999995,2030
E01000252,13.375999999999998,0.099,0.074,2.148,-1.04,0.165,30.622,13.639,1719
E01000253,9.449,0.043,0.032,3.48,-0.8609999999999999,0.187,36.662,11.349000000000002,1648
E01000254,7.764,0.04,0.028,2.182,-1.3320000000000003,-0.121,26.527,29.206,1596
E01000255,18.729,0.149,0.097,6.712,-1.007,0.195,30.356,24.066000000000003,1400
E01000256,10.628,0.079,0.043,3.474,-1.523,0.014,32.338,18.002,1887
E01000257,25.001,0.168,0.119,17.095,-0.38299999999999995,0.252,38.645,21.402,1868
E01000258,9.156,0.058,0.04,3.553,-1.215,0.361,21.856,25.212,1767
E01000259,13.364,0.095,0.066,3.908,-1.594,0.318,30.248,19.213,2721
E01000260,19.85,0.11,0.074,10.626,-0.992,0.203,46.598,24.416,2064
E01000261,7.628,0.046,0.029,1.12,-1.964,-0.9439999999999998,35.954,18.535,1681
E01000263,5.865,0.024000000000000004,0.024000000000000004,1.201,-2.094,-0.311,27.802,20.901,1575
E01000264,16.482,0.116,0.077,5.608,-1.209,0.195,30.864000000000004,29.859,1816
E01000265,15.103,0.126,0.08,6.251,-0.774,-0.357,28.433,21.211,2006
E01000266,8.023,0.045,0.031,2.204,-1.5939999999999999,0.572,22.766,20.379,1508
E01000267,12.75,0.08600000000000001,0.056999999999999995,2.451,-1.07,-0.628,33.384,30.675,1538
E01000268,15.262,0.148,0.069,8.957,-1.026,-0.132,24.859,22.772,1980
E01000269,10.434,0.067,0.047,5.73,-1.522,0.173,27.931,22.356,1481
E01000270,11.98,0.087,0.069,2.7429999999999994,-1.613,0.109,26.546,21.073,1517
E01000271,6.648,0.041,0.034,2.069,-1.838,-0.499,29.726000000000003,16.985,1580
E01000272,4.839,0.03,0.016,1.163,-1.5870000000000002,-0.006999999999999999,22.373,14.361999999999998,1322
E01000273,14.148,0.12099999999999998,0.083,3.6359999999999997,-0.964,-0.127,25.776,18.949,1547
E01000274,15.582,0.126,0.086,7.751,-0.9010000000000001,-0.061,25.14,22.706,1955
E01000275,13.504,0.118,0.063,3.0169999999999995,-0.996,-0.842,36.715,14.371,1717
E01000276,4.061,0.027,0.023,0.771,-2.082,-1.275,26.175000000000004,13.428,1494
E01000277,18.23,0.14400000000000002,0.106,4.07,-0.769,-0.957,36.343,19.329,1918
E01000278,5.5249999999999995,0.033,0.018,0.9640000000000001,-1.831,-1.202,29.02,21.104,1511
E01000279,8.956,0.017,0.017,1.781,-2.378,0.538,37.898,12.864,1511
E01000280,3.958,0.023,0.030000000000000002,0.9450000000000001,-2.161,-0.63,21.565,15.477999999999998,1364
E01000281,10.933,0.081,0.059,6.189,-0.996,-0.177,26.224,18.025,976
E01000282,8.582,0.05700000000000001,0.045,1.968,-1.781,0.194,24.399,21.335,1814
E01000283,4.647,0.03,0.019,0.596,-2.208,-0.9280000000000002,28.055,14.300999999999998,1405
E01000284,15.477,0.136,0.083,5.239,-0.698,-0.09400000000000001,26.897999999999996,17.659,1767
E01000285,15.134000000000002,0.105,0.082,8.337,-0.706,0.22,27.112,17.854,1382
E01000286,23.897,0.17,0.119,11.092,-0.444,0.64,31.404999999999998,23.409999999999997,1670
E01000287,22.723000000000003,0.16,0.104,21.677,-0.404,0.314,30.131,22.608,1667
E01000288,13.040999999999999,0.091,0.065,8.012,-1.187,0.101,27.921,21.619999999999997,1641
E01000289,38.33,0.249,0.17,28.383,-0.327,0.693,51.981,18.355,1907
E01000290,19.937,0.12000000000000001,0.098,10.938,-0.714,0.486,38.416,13.391,1614
E01000291,32.936,0.23,0.16599999999999998,25.657,-0.267,0.7209999999999999,38.957,11.862,1647
E01000292,11.315,0.079,0.077,3.672,-1.209,0.185,20.499,18.462,1571
E01000293,7.608,0.06,0.044,1.381,-1.4090000000000003,0.092,18.942,21.151,1787
E01000294,12.242,0.093,0.086,2.224,-0.29499999999999993,-1.003,25.006,12.620999999999999,1827
E01000295,13.306,0.06,0.056,1.118,-1.255,0.49200000000000005,25.781,41.73899999999999,1731
E01000296,12.11,0.085,0.05299999999999999,4.316,-1.1839999999999997,0.231,28.689,23.001999999999995,1790
E01000297,9.009,0.074,0.044,7.204000000000001,-1.322,-0.39499999999999996,24.197,19.889,1551
E01000298,11.827,0.094,0.046,1.708,-1.449,0.331,26.444,27.122999999999998,1932
E01000299,17.004,0.119,0.06,2.994,-0.639,0.409,26.429,41.331,1991
E01000300,12.253,0.097,0.059,3.089,-0.681,-0.181,27.881,21.835,1689
E01000301,7.059,0.04800000000000001,0.04800000000000001,1.066,-1.6129999999999998,-0.26,21.836000000000002,21.664999999999996,1520
E01000302,15.595,0.129,0.086,6.762,-0.724,-0.287,28.26,18.501,2119
E01000303,6.805,0.05,0.032,1.124,-1.639,-0.581,31.613,12.460000000000003,1663
E01000304,13.531,0.087,0.06,4.188,-0.637,-0.642,36.709,23.301999999999996,1672
E01000305,27.857,0.164,0.117,15.048,-0.648,0.48100000000000004,45.441,34.409,1850
E01000306,14.045,0.075,0.044,13.001999999999999,-0.947,0.15600000000000003,32.814,31.348,1677
E01000307,23.325,0.147,0.081,18.495,-1.017,0.834,35.276,32.261,1640
E01000308,31.832,0.204,0.109,25.938,-0.535,1.036,42.403,31.921000000000003,1706
E01000309,13.899,0.09,0.059,3.428,-1.603,-0.061,36.538,26.827,1889
E01000310,19.223,0.108,0.064,14.199,-0.751,0.28,41.658,28.117,2093
E01000311,11.072,0.043,0.053,1.966,-1.843,0.539,26.840999999999998,31.631,1745
E01000312,24.927,0.151,0.096,9.643,-0.25,-0.218,54.472,21.426,1766
E01000313,19.932,0.115,0.076,11.933,-0.586,0.188,40.221,30.047,2149
E01000314,10.677,0.055,0.035,2.835,-1.415,0.599,29.239,25.473,1985
E01000315,32.727,0.239,0.163,23.302,-0.325,0.8210000000000001,34.64,19.208,1768
E01000316,19.874,0.138,0.079,3.672,-1.038,0.761,33.719,30.861,2475
E01000317,10.85,0.098,0.054,2.406,-1.149,-0.216,25.353,21.911,1655
E01000318,14.711,0.12,0.056,3.402,-1.1629999999999998,0.621,25.899,25.854,1903
E01000319,9.915,0.076,0.046,1.8770000000000002,-1.324,0.193,24.253,23.027,1601
E01000320,8.719,0.077,0.039,1.3030000000000002,-1.7799999999999998,-0.389,28.257,19.714,1581
E01000321,14.405,0.104,0.077,4.408,-1.081,-0.071,25.102,31.229,1766
E01000322,14.866,0.124,0.078,2.411,-1.241,-0.254,27.666,28.924,1844
E01000323,18.834,0.11799999999999998,0.078,4.866,-0.482,0.644,27.802,35.376,2269
E01000324,13.755,0.094,0.075,4.525,-0.569,0.198,24.585,21.96,1895
E01000325,5.875,0.039,0.035,11.500999999999998,-1.385,-0.41900000000000004,18.379,14.375,1630
E01000326,11.973,0.05299999999999999,0.038,16.265,-1.095,-0.091,32.998,26.995,1326
E01000327,7.68,0.043,0.045,11.786,-0.737,-0.23799999999999996,19.191,16.278,1590
E01000328,11.404,0.049999999999999996,0.048999999999999995,17.211,-0.693,0.714,20.362,13.589,1506
E01000329,15.875,0.09699999999999999,0.075,20.584,-0.916,0.401,23.933,19.845,1479
E01000330,17.867,0.112,0.087,13.023,-0.107,-0.24,24.574,31.997,1618
E01000331,28.281,0.151,0.137,33.267,-0.004,0.312,36.033,22.699,1611
E01000332,16.091,0.106,0.078,16.749,-0.815,0.40700000000000003,20.316,25.33,1631
E01000333,25.871,0.167,0.126,34.467,0.056,0.197,23.342,23.366999999999997,1836
E01000334,12.987,0.08,0.063,20.914,-0.772,-0.315,27.128,13.727999999999998,1636
E01000335,31.73,0.16,0.095,37.431,-0.457,0.732,50.822,31.915,2225
E01000336,31.362,0.222,0.137,24.927,-0.129,0.386,38.468,27.661,2062
E01000337,19.57,0.165,0.093,15.541,-0.715,0.035,26.767,23.293,1743
E01000338,18.89,0.123,0.07,17.74,-0.261,0.267,26.9,31.707,1979
E01000339,16.3,0.109,0.099,23.222999999999995,-0.302,-0.154,16.828,12.707,1561
E01000340,12.831,0.074,0.044,19.776,-0.481,-0.614,27.236000000000004,28.126999999999995,1524
E01000341,8.884,0.062,0.057,14.853999999999997,-0.807,-0.623,15.876999999999999,16.246,1561
E01000342,8.918,0.035,0.041,17.66,-1.001,-0.158,21.444000000000003,24.005,1621
E01000343,8.347,0.055,0.049,15.981999999999998,-0.9220000000000002,-0.474,15.963,18.648,1587
E01000344,6.105000000000001,0.034,0.042,12.306000000000001,-0.703,-0.513,15.547999999999998,13.015,1559
E01000345,6.252,0.041,0.033,12.598,-0.778,-0.71,16.663,17.59,1351
E01000346,9.662,0.053,0.05099999999999999,15.303,-0.759,-0.023000000000000003,14.693,24.63,1685
E01000347,11.175,0.077,0.04,22.953,-0.584,-0.48299999999999993,19.19,22.450999999999997,1482
E01000348,4.979,0.02,0.032,12.641,-1.292,-0.66,17.301,14.633,1520
E01000349,7.459,0.047999999999999994,0.034,9.743,-1.158,-0.813,27.531,16.379,1654
E01000350,7.89,0.046000000000000006,0.034,17.944,-0.832,-0.577,18.184,20.794,1514
E01000351,7.587,0.05,0.039,16.4,-1.138,-0.6869999999999999,22.757,12.409,1614
E01000352,14.763000000000002,0.099,0.061,21.656,-0.728,-0.116,24.688,23.87,1697
E01000353,5.202,0.046,0.034,9.686,-1.378,-0.353,11.135,15.115,1691
E01000354,21.316,0.143,0.123,23.866999999999997,-0.05399999999999999,-0.667,23.683,21.561,1510
E01000355,8.189,0.039,0.047,16.778,-0.741,-0.3459999999999999,18.053,17.91,1630
E01000356,7.94,0.052,0.063,12.733,-0.915,-0.507,12.146,14.394,1654
E01000357,4.079,0.02,0.027,11.965,-1.286,-0.7040000000000001,11.931999999999999,14.658,1467
