lsoa_code,rDERI_overall_z,rDERI_score_0_10,rDERI_decile
E01000285,-0.07552379658983494,4.115921322141722,7
E01000286,0.16475034198895633,4.865518483351644,9
E01000287,0.06973473760906077,4.5690927933664565,8
E01000288,-0.14960815077770925,3.8847960669736965,6
E01000289,0.19449076404299134,4.958301402382188,9
E01000290,0.1876166152490565,4.9368557218268565,9
E01000291,0.22974972334051239,5.06830082201582,9
E01000292,-0.11106520939859717,4.005040715912427,7
E01000293,-0.39290196772421293,3.1257782400791823,3
E01000294,-0.021038259889991157,4.2859030100536275,8
E01000295,-0.560782726902314,2.6020309019510535,2
E01000296,-0.44977779141790736,2.94833943524381,3
E01000297,-0.4261479596934046,3.0220587913315105,3
E01000298,-0.34876775425203976,3.2634663047483854,4
E01000299,-0.1754340625795596,3.8042254725400526,6
E01000300,-0.29477853453359965,3.431899603796965,4
E01000301,-0.5324018006463352,2.690572523116885,2
E01000302,-0.17538152658210715,3.8043893721373405,6
E01000303,-0.6435546938538783,2.3438023975366766,1
E01000304,-0.5157830958272903,2.74241886009275,2
E01000305,-0.08582509232409406,4.0837837725708095,7
E01000306,-0.23309730763610947,3.6243301036243194,5
E01000307,0.23537589008478357,5.085853100612861,9
E01000308,-0.05318245021668979,4.18562091577246,7
E01000309,-0.4079936584046952,3.0786958176476142,3
E01000310,-0.0009975376334669568,4.3484252132376415,8
E01000311,-0.5829717523804815,2.532806512647938,2
E01000312,-0.05281775016959656,4.1867586916546715,7
E01000313,0.11226223442147394,4.701768290914834,9
E01000314,-0.40399765725981257,3.0911623741073035,3
E01000315,0.30599030415798795,5.306152982418153,10
E01000316,-0.1655754277701724,3.834982027158179,6
E01000317,-0.23818953369321152,3.608443590746899,5
E01000318,-0.052289352504309196,4.188407164487546,7
E01000319,-0.411798267881963,3.066826356870265,3
E01000320,-0.2998981174692108,3.4159277440795095,4
E01000321,-0.29275996542467464,3.4381970508826405,4
E01000322,-0.06074826616748983,4.16201740108502,7
E01000323,0.014828978584710125,4.397800113504314,8
E01000324,-0.22859124829451516,3.638387918213444,5
E01000325,-0.6933304591903674,2.1885140564193986,1
E01000326,-0.5594485141231789,2.606193322915729,2
E01000327,-0.39754449846997436,3.1112946677378694,3
E01000328,-0.25305770270740263,3.5620585018174378,5
E01000329,-0.49646005947787425,2.8027020569409555,2
E01000330,0.08199857160992963,4.607352987355609,9
E01000331,-0.14072654555011807,3.9125045257573547,6
E01000332,-0.09198259271189245,4.064573861599349,7
E01000333,0.01588148319461173,4.401083673160001,8
E01000334,-0.2919662377220847,3.4406732892167136,4
E01000335,-0.2400113694561757,3.60275990408721,5
E01000336,0.15855403574737534,4.846187507508177,9
E01000337,-0.440291632417334,2.9779339554850464,3
E01000338,-0.5013804006343286,2.7873517833539667,2
E01000339,-0.08008902350831304,4.101678919032458,7
E01000340,-0.009465165571841233,4.32200826340554,8
E01000341,-0.08857470698516055,4.0752056402901236,7
E01000342,-0.16880976318277532,3.824891683444834,6
E01000343,-0.37097702603651533,3.1941787518696003,4
E01000344,-0.19619410044803345,3.739459178735547,6
